sll0638	5
rfbF	5
rfbG	5
slr0978	5
rfbE	5
slr0976	5
slr0977	5
slr1087	5
slr0975	5
slr1081	5
slr1083	5
slr0971	5
sir	5
lim	5
sll1647	5
trpA	5
vapC	3
vapB	2
sll1643	5
sll1642	2
slr1084	5
galE	5
sll1516	5
slr0688	5
slr1082	5
slr1760	5
icd	5
sll0650	1
gdhB	5
sll0654	5
sll1011	5
thiE	5
apcD	5
glcE	5
slr1090	5
pyrC	5
slr1759	5
capA	2
ssl1918	5
ycf20	4
slr1610	5
sll1652	5
sll1201	2
sll1656	5
sll1654	5
sll1200	5
psbU	5
sucC	5
slr0962	5
ho1	5
glnA	5
ssr3122	5
sll0488	5
sll0489	5
pcnB2	5
eda	5
pth	5
sll0480	5
sll0481	5
sll0482	5
dnaJ3	5
sll0484	5
sll0485	5
sll0486	5
sll0487	5
sll0286	5
slr0798	5
ndhF3	5
natB	5
nylA	5
alr	5
slr0797	5
slr0794	5
slr0795	5
slr0095	5
slr0498	5
slr0096	5
crtO	5
gmhA	5
slr0092	5
sll0552	5
sll0553	5
sll0550	5
ppd	5
slr0099	2
hisB2	5
slr0514	5
panD	5
sll0096	5
sll0095	5
sll0094	5
sll0092	1
slr0924	5
slr0921	5
slr0923	5
ama	5
slr0299	5
ssl1464	5
erg6	5
slr0848	5
slr0846	5
slr0845	5
slr0842	5
prsA	5
slr0841	5
slr0082	5
slr0110	5
hemH	5
slr0081	5
slr0086	5
slr0569	5
sll0088	5
smtB	5
slr0317	5
sll0085	5
sll0086	5
ssr1041	5
sll0082	5
slr0115	5
cobW	5
sll0585	5
rnhA	5
hisB	5
sll0588	5
hisH	5
moxR	5
slr0793	5
aroH	5
slr0311	5
sll0800	4
slr0572	5
slr0573	3
slr0575	5
slr0565	5
sdhB2	5
slr0579	5
slr0073	5
deaD	5
amt1	5
trxA3	5
sll0539	5
sll0790	4
ycf24	5
sll0596	5
sll0597	5
sll0594	5
sll0595	5
cbiP	5
rpl33	5
sll0590	5
slr0103	5
slr0829	5
sll0793	4
slr0106	1
slr0105	5
kdtB	5
slr0091	5
slr0109	5
sll0832	5
sll0834	5
glk	5
ycf36	5
ycf34	5
rps18	5
slr0583	5
slr0582	5
slr0581	5
slr0580	5
acs	5
pcr	5
slr0505	5
slr0503	5
argC	5
merR	5
slr0509	5
slr0788	5
sll0827	5
ssr1407	4
sll0822	5
sll0821	5
ppk	5
sll0556	5
slr0104	5
ssl1533	5
citH	5
slr0111	5
slr0112	5
slr0114	5
pykF2	5
slr0116	5
cbiE	5
sll0586	5
sll0833	5
ssl1046	3
slr0300	5
slr0303	5
slr0302	5
slr0305	5
slr0304	5
slr0619	5
slr0306	5
slr0617	5
slr0616	5
slr0615	5
ssl1690	5
slr0825	5
sgl0001	1
slr0516	5
slr0517	5
slr0510	5
slr0511	1
slr0513	5
sll0797	5
sll0101	1
slr0519	5
sll0103	5
sll0102	5
slr0800	3
brkB	5
slr0108	5
purL2	5
sll0098	5
ycf16	5
sll0798	5
thiC	5
sll0787	5
sll0284	5
sll0282	5
sll0283	5
sll0280	5
sll0281	5
nreB	5
slr0318	5
slr0316	5
abfB	5
slr0314	5
desC(des9)	5
slr0312	5
slr0313	5
merR2	5
slr0521	5
slr0523	5
dnaB	5
ssl1045	4
sll0789	5
slr0315	5
sll0546	5
fus3	5
rfbB3	5
ssl1552	5
slr0801	5
umuC	5
slr0121	5
purM	5
slr0522	5
ssr1038	5
queA	5
ftrC	5
rapQ	5
minC	5
minD	5
minE	5
sll0479	5
sll0478	5
thrS	5
slr0120	5
sll0471	5
sll0470	5
sll0473	5
ppsA	5
sll0474	5
sll0477	5
nifS3	5
slr0626	5
slr0624	5
slr0625	5
slr0789	5
ssl0511	3
gidB	5
slr0787	5
gspE2	5
sll0783	5
sll0549	5
sll0786	5
sll0785	5
sll0545	5
sll0544	5
sll0547	5
slr0078	5
sll0540	5
sll0543	5
fraH	5
map2	5
map1	5
cyp2	5
slr0076	5
blaOXA-3	5
slr0309	5
sll1330	5
sll1333	5
sll1488	5
sll1334	5
sll1336	5
sll1338	5
dnaJ4	5
amt3	5
ndhF4	5
slr0651	5
slr1451	5
slr1456	5
slr0656	5
slr0655	5
slr0654	5
slr0658	5
slr0712	5
clpX	5
cmpR	5
slr0711	5
pknA4	5
ssl1707	3
ssl1004	5
panB	5
cmpB	5
ssl1277	1
ssl2667	5
slr0551	5
slr0552	5
slr0553	5
slr0554	5
slr0556	5
sll0031	5
sll0033	5
nifJ	5
sll0034	5
sll0037	5
sll0036	5
sll0039	5
sll0038	5
sll0630	5
slr0929	5
ssr1562	4
psaK2	5
modA	5
slr1424	5
slr0537	5
ndhI	5
ssb	5
sll0896	5
ape2	5
glmU	5
slr1421	5
slr1420	5
nadB	5
nadA	5
slr1429	5
hemE	5
slr0765	5
sll0529	5
sll0528	5
sll0525	5
sll0524	5
ssl1263	5
dapA	5
slr0930	5
sll0744	5
sll0743	5
sll0742	5
sll0740	5
petM	3
gltB2	5
slr1428	5
sll0624	3
sll0625	5
aroE	5
ndhD4	5
sll0898	5
proC	5
asnS	5
murC	5
murE	5
sll0493	5
ddh	5
sll0737	5
lysA	5
sll0536	5
sll0739	5
slr1557	5
sbpA	5
sll1340	5
cysA	5
sll1344	5
ssr1114	4
gap2	5
rpoF	5
asd	5
psbD2	5
cysT	5
cysW	5
cysQ	5
slr0667	5
slr0664	2
slr0665	5
ESI3	4
argS	5
slr1419	5
slr0668	1
sll0509	5
sll0508	5
sll0782	5
sll1495	5
recR	5
sll0503	5
carA	5
sll0505	5
sll0507	5
aspC3	5
sll0048	5
rbpA	5
chlM	5
slr1425	5
tgt	5
sll0040	5
sll0041	5
sll0043	5
sll0044	5
fus4	5
sll0047	5
hisG	5
hisA	5
bfr2	5
sll0514	5
exsB	5
sll0513	5
speA2	5
mraY	5
slr0042	5
slr0666	5
tig	5
sll0518	5
slr0697	5
polA	5
grxC2	5
merR3	5
slr0699	5
slr0698	5
sll0676	5
sll0623	5
sll0672	5
sll0671	5
sll0779	5
sll0777	5
sll0775	5
ssr2439	5
sll0678	3
gdhA	5
sll0501	5
prlC	5
ubiA	5
sll1491	5
slr1568	5
chrA	5
ndhE	5
slt	5
slr1462	5
slr1461	5
ndhA	5
slr0039	5
slr1464	5
rpoDI	5
slr1567	5
slr0529	5
ssr1558	4
sll0664	5
ycf35	5
cmpA	5
sll0662	5
sll0669	5
slr1563	5
slr0033	5
slr0031	5
purE	5
apcF	5
slr0038	5
sps	5
tar	5
lim17	5
sll0778	5
ndhG	5
trpB	5
trpC	5
sll1489	5
sll0670	5
ssl1255	4
sll1366	5
sll1367	5
sll1365	5
pfkA2	5
slr0535	5
slr0533	5
slr0530	5
slr0531	5
sll0499	5
sll0498	5
nrtD3	5
sll0659	5
sll0658	5
lysC	5
sll0497	5
sll0496	5
sll0494	5
valS	5
slr0022	5
slr0023	5
hisS2	5
ilvE	5
dsbD	5
pyrD	5
ilvC	5
slr1431	5
sll0781	5
sll0780	5
slr0700	5
slr0702	5
slr1566	5
pdxA	5
sll1329	5
slr1565	5
slr0709	5
slr0708	5
clpP3	5
nrtC2	5
argF	5
clpP4	5
sll1496	5
slr0541	5
sll0506	5
slr0545	5
slr0544	5
slr7014	5
slr7015	4
slr7016	5
slr7010	5
slr7011	5
slr7012	5
slr7013	5
gst1	5
norB	5
slr7025	5
sll7028	5
ndbC	5
slr1668	5
ssl7019	5
slr1661	5
slr1660	5
slr1664	5
slr1667	5
ssl1378	5
ssr7036	5
sll7078	5
sll7106	5
slr7052	5
slr7081	5
slr7080	5
slr7023	5
ssr2781	5
ssr2786	5
slr1586	2
slr7026	1
slr1588	5
slr7054	5
ski2	5
ssr7018	3
sll1481	5
slr1179	5
slr1178	5
sll1549	5
slr1177	5
stpA	5
dnaE2	5
sll7006	4
p	5
sll0727	5
sll0721	5
sll0720	3
sll0723	5
sll0722	5
sll7067	5
sll7066	5
sll7065	5
sll7064	5
sll0729	5
sll7062	5
ssl7039	5
ssl7038	5
slr0454	5
ggtA	5
dapF	5
slr7037	5
slr7032	2
hisI	5
psaL	5
slr0453	5
psaI	2
sll1106	5
ssr7072	4
sll0436	5
murG	5
sll0732	5
sll0733	5
ssl2874	5
sll0736	5
sll0735	5
sll7075	5
sll7077	5
sll7070	4
sll7056	5
slr7049	5
prfA	5
ssr1256	5
slr7060	5
ssr1258	1
slr7041	5
slr7024	5
sll1543	5
hlyB2	5
ssl0832	5
sll7055	5
slr0598	5
ssr7079	3
truB	5
slr0607	5
slr0589	5
slr0588	5
slr0587	5
slr0586	5
recA	5
sll1108	5
slr0460	1
slr0748	5
sll1109	5
sll7044	5
sll7047	5
htpG	5
slr7058	4
slr7059	5
chlL	5
chlN	5
sll1476	4
sll1477	5
ssr7035	5
pgm	5
sll1472	5
sll1473	5
slr7057	5
ppx	5
sll7069	5
slr0455	5
petC3	5
slr0456	5
degT	5
slr0599	5
sll7050	5
slr0594	5
slr0596	5
slr0459	5
slr0591	5
slr0592	5
slr0593	5
slr0590	5
slr0610	5
slr1186	5
slr1187	5
ssl7022	1
ssl7020	2
slr1183	5
slr0756	5
slr0757	5
ssr7040	5
slr0755	5
slr1189	5
sll0451	5
slr0751	5
slr0758	5
rfbA2	5
ssl7021	1
sll1482	5
ssr7017	3
im30_2	5
sll7009	5
sll0563	5
sll7027	5
slr0609	5
sll0565	5
sll0564	5
slr0605	5
slr0606	5
slr0449	5
slr0600	5
slr0601	5
slr0602	5
slr7082	5
ssl7053	5
sll1107	5
ssl7051	5
sll0448	5
sll0449	5
sll0444	5
sll0445	5
sll0446	5
sll0447	4
lepA	5
sll0441	5
sll0442	5
sll0443	5
sll1550	5
sll1552	5
sll0576	5
slr0458	5
rfbB4	5
cpcG2	5
slr1571	5
slr1583	5
psbA1	5
sll7003	5
ama2	5
purK	5
slr1584	5
purH	5
leuC	5
sll7030	5
slr1570	5
slr1573	5
slr1572	5
sll7034	5
sll1486	5
sll1485	5
sll0577	5
slr1579	5
eno	5
ssl7004	5
ssl7042	5
slr7061	5
ssl7045	4
ssl7046	5
ssl7048	4
slr7068	5
slr1192	5
sll1483	5
slr7005	5
fur2	5
sll7031	5
sll1547	5
sll1544	5
sll1542	5
sll0572	5
sll7063	5
ssl7007	1
sll7033	4
slr1577	5
ilvD	5
sll1475	5
sll7043	5
accA	5
slr1182	5
slr1658	5
slr1659	5
slr1184	5
slr1575	5
slr1657	5
slr1652	5
slr7073	5
devB	5
slr7071	5
slr7076	5
slr1576	5
arcC	5
ssl7074	5
argG	5
sll7029	5
agp	5
sll5041	5
ssl5100	3
ssl5070	5
sll8009	5
sll8018	5
sll8004	5
sll8006	5
sll8007	5
sll8001	5
sll8002	5
slr5078	5
sll7090	5
sll5109	5
slr7088	4
slr5071	3
slr5073	5
slr7083	5
sll5107	2
sll5104	1
slr5077	3
ssl5114	5
sll5089	5
ssr5019	5
slr5112	3
sll5083	5
sll5081	5
sll5080	5
sll5086	5
ssr5011	1
ssl5065	4
slr5110	5
ssl5064	5
slr5040	1
ssl5068	1
ssl5015	3
sll8033	5
sll8032	5
sll8035	5
sll8034	5
slr8015	5
slr8014	5
slr8016	5
slr7098	5
slr7099	5
ssl5108	2
slr7094	5
slr7095	5
slr7096	5
slr7097	5
ssl5103	3
slr7091	5
slr7092	5
sll5079	5
sll8027	5
sll5060	5
sll8025	5
ssr5009	5
sll8020	5
ssl8041	3
sll5094	5
sll5097	5
slr5053	5
slr5051	5
slr5056	5
slr5054	5
slr5055	5
slr5058	5
ssr5120	5
sll5003	3
sll5002	5
slr5119	3
sll5075	5
sll5006	3
sll5004	5
ssr8047	1
slr5111	4
slr5116	5
slr5115	5
ssl5113	4
sll5062	5
sll5076	5
ssr6030	1
sll5067	5
ssr6032	2
sll5033	5
slr5118	2
ssl5045	2
ssl5129	5
slr8021	5
slr5024	4
slr5023	5
slr5021	4
slr5101	5
slr5102	5
ssl5125	4
slr5105	3
slr6110	5
ssr5020	5
ssl8024	5
ssl8028	4
sll8040	5
ssl8039	5
ssr5106	4
sll8048	5
sll8049	5
sll5072	5
sll5059	5
slr8037	5
slr6038	2
slr5037	5
sll5028	4
ssl5039	3
sll7103	4
slr6031	5
slr6033	3
sll5026	5
slr5038	5
slr6034	1
ssl5091	3
sll8011	5
slr8030	5
ssl5095	5
ssl8010	5
sll5049	5
sll5048	5
sll5063	5
ssl5098	5
slr7102	5
sll5042	5
slr7100	5
slr7101	5
slr6043	5
sll5052	5
slr5013	5
ssl5099	4
slr5088	5
slr5126	5
slr5127	5
slr5124	4
slr5082	2
slr5085	5
slr5087	5
sll5132	5
sll5130	2
slr5005	5
slr6037	1
slr5010	5
sll5032	5
ssl5025	1
sll5030	5
ssl5027	3
sll5036	5
sll5034	5
sll5035	5
ssl6035	4
slr8038	5
ssl8008	5
ssl8005	5
sll5057	5
sll5050	5
ssl8003	3
sll5128	5
sll5090	2
ssr7093	5
slr5093	5
slr6001	5
sll5044	5
ssl5096	2
ndhK2	5
sll5047	5
sll5122	5
sll5123	5
slr5018	3
sll5046	5
slr5016	5
slr5017	5
sll5084	5
slr5012	5
sll6036	4
slr5022	5
sll5069	5
slr8029	5
sll5061	5
ssr5074	1
slr8022	5
slr8023	5
slr8026	5
sll5066	5
sll5014	2
sll5043	5
slr8036	5
slr6040	5
slr6041	3
slr6042	5
ssr8013	5
slr6044	5
slr6045	5
sll8019	5
ssl5001	4
sll8017	5
sll7089	5
slr8044	5
sll8012	5
ssl5008	2
ssr5092	3
sll7085	5
sll7087	5
sll7086	5
ssl5007	1
ssr5121	1
ssr5117	3
ssr6089	1
ssr6046	4
ssl6061	3
slr6106	4
ssr6048	4
sll6098	5
sll6093	5
slr6051	3
slr6050	5
slr6057	5
slr6056	5
slr6058	5
sll6053	5
sll6052	5
sll6055	5
sll6054	5
slr6108	5
sll6059	5
slr6101	5
ssr6099	5
slr6097	5
slr6096	5
slr6095	5
slr6094	5
slr6091	5
slr6090	5
slr6102	5
ssl6092	4
slr6047	5
slr6063	2
slr6107	5
sll6109	5
sll6060	5
slr6100	5
slr6103	5
slr6049	5
aspA	5
slr1851	5
dnaJ2	5
slr1140	5
pobA	5
slr1906	5
slr1143	5
ssr2315	2
slr1383	5
ssr2317	5
slr1147	5
slr1702	5
ssr1698	5
pilJ	5
slr1908	5
slr1909	5
slr1704	5
ctaD	5
ctaE	5
ctaC	5
bfr	5
ftsH2	5
sll0984	5
ssl3615	5
ssl3446	5
slr1907	5
rnb	5
slr2030	5
sll1942	5
ssr3410	5
sll1940	5
sll1946	5
leuS	5
sll1945	5
ndhF	5
hypB	5
ureC	5
tyrS2	3
hemN	5
sll1824	5
lepB2	5
slr1142	5
ftsI	5
sll1830	5
slr1378	5
slr1376	5
slr2013	5
slr2012	5
slr2011	5
sll1286	5
slr2017	5
slr2016	5
cpcC2	5
sll1293	5
slr2019	5
slr2018	5
sll1289	5
comEc	5
slr1148	5
ndhD5	5
ssr2318	3
clcD	5
zntC	5
proB	5
slr1920	5
sll1934	5
folP	5
sll1930	1
speB	5
sll1834	5
sll1835	5
sll1832	5
ycf23	5
sll1938	5
slr2008	5
mrcB	5
cydA	5
cydB	5
hisD2	5
sll1292	5
gumB	5
sll1291	5
sll1296	5
slr2005	5
slr2006	5
rub	5
slr1150	5
rpl31	5
sqdB	5
lig2	5
ziaA	5
slr1032	4
sll1924	5
sll1925	5
sll1926	5
sll1927	5
ssl2559	4
sll1921	5
gltS	5
sll1072	5
ackA	5
rpoA	5
sll1939	5
argH	5
slr1699	5
slr1384	5
acp	5
slr2048	5
glcF	5
argD	5
sll1751	5
slr1912	5
chlI	5
tyrS	5
sll1575	5
sll1574	5
sll1573	5
slr2038	5
sll1571	5
sll1570	5
sll0985	5
slr2034	5
slr2037	5
slr2031	5
sll0980	5
sll0983	5
sll0982	5
slr1385	5
slr2010	5
slr1847	5
ssr3465	5
ssr3467	5
sll1911	5
ssr2857	5
sll1913	5
sll1912	5
sll1915	5
slr2015	5
sll1916	5
sll1582	5
slr1708	5
sll1584	5
slr1028	5
sll1749	5
slr1023	5
merA	5
sll1285	5
slr1025	5
slr1024	5
rps13	5
sll0998	5
serS	5
sll0981	5
ssr3452	2
sll0992	5
sll0993	5
sll0990	5
sll0996	5
sll0997	5
sll0994	5
sll0995	5
slr1149	5
sll1920	5
sll1284	5
phoH	5
rpl36	2
fur	5
slr1135	2
slr1134	5
slr1039	5
fabF	5
dnaE	5
sll1068	5
psbL	3
truA	5
rps11	5
dnaK	5
slr1033	5
slr1034	5
slr1035	5
rps9	5
slr1037	5
dfrA	5
ssr3409	5
hliA2	4
fabD	5
purA	5
trxA	5
ssr2333	5
sll1081	5
sll1080	5
slr1396	5
sll1084	5
slr2052	5
cpcD	5
ssr2848	5
slr2053	5
tktA	5
slr2024	5
gylA	5
sll1825	5
sll1078	5
rpl17	5
rpl13	5
zam	5
sll1071	5
spoIID	5
sll1300	5
gyrA	5
sll1568	5
amiA	5
slr2027	5
slr1917	5
slr1916	5
slr1915	5
slr1914	5
slr1913	5
slr2049	5
slr1911	5
slr2044	5
slr2045	5
slr2046	5
slr2025	5
ssr2843	5
slr2042	5
slr1918	5
psbE	5
slr1398	5
psbF	4
divK	5
slr1391	5
ssl1911	5
slr1393	5
slr1019	5
slr1395	5
slr1394	5
slr1397	5
psbJ	4
feoB	5
ssr3129	4
sll1837	5
slr1919	5
nrtD	5
ssl3451	5
cpcG	5
cpcA	5
cpcB	5
cpcC	5
grxC	3
ssr2016	5
cscK	5
sll1726	5
adk2	5
slr2078	5
slr1450	5
slr1900	5
slr1901	5
slr1902	2
slr1903	5
slr2071	5
slr2070	5
slr2073	5
uvrD	5
slr2077	5
slr1535	5
pknA2	5
lacF	5
codA	5
gshB	5
frdA	5
htrA	5
mutL	5
ftsH3	5
icsA	5
sll1348	5
slr1827	5
slr1826	5
sll1138	5
sll1135	5
sll1132	5
sll1131	5
sll1130	5
ssr2067	3
ssr2062	5
ssr2060	3
ssl2245	5
sll1739	5
slr1362	5
ureF	5
sll1738	5
ureE	5
sll1735	5
sll1734	5
sll1737	5
sll1736	5
sll1730	5
zwf	5
mgtE	5
narB	5
dnaX	5
sll1634	5
ftsZ	5
repA	5
aroQ	5
sll1456	5
petF	5
rpl29	5
sll1280	5
slr1837	5
sll1124	5
rpl24	5
ndhF2	5
sll1120	5
sll1121	5
rpl23	5
sll1123	5
ndhD3	5
slr1537	5
aroC	5
ssl2250	5
psaA	5
psaB	5
slr1436	5
slr1437	5
rps20	5
sll1722	5
sll1723	5
sll1466	5
ycf21	5
sll1725	5
slr1207	5
slr1206	5
slr1205	5
slr1203	5
todF	5
slr1201	5
pmbA	5
slr1363	5
sll1461	5
slr1209	5
slr1208	5
sll1119	5
sll1118	5
glgP	5
sll1464	5
cysK	5
ccmK4	5
groEL	5
rpoB	5
sll1632	5
rpoE	5
groES	5
cbiD	5
uvrA	5
recJ	5
rps17	5
manA	5
rpl6	5
slr1232	5
rps19	5
rpl5	5
rpl2	5
rpl3	5
rpl1	5
slr1214	5
slr1215	5
slr1195	5
slr1194	5
slr1210	3
sll1144	5
slr1213	5
argB	5
recQ	5
slr1218	5
slr1198	5
bioB	5
ssr2422	5
sll1455	5
sll1359	5
slr1841	5
sll1358	5
slr1896	5
slr1894	5
slr1895	5
slr1449	5
slr1748	5
livH	5
slr1552	5
ssr2595	5
srrA	5
hisC	5
pntB	5
pntA	5
slr1220	5
pykF	5
bchB	5
sll1352	5
slr1229	5
ssl3712	5
sll1350	5
recF	5
sll1712	5
sll1274	5
sll1276	5
rpoC2	5
infA	5
sll1459	5
nrtA	5
nrtB	5
nrtC	5
sll1355	5
sll1717	5
rpl22	5
slr1544	5
bhy	5
slr1546	5
slr1547	5
slr1540	5
slr1541	5
slr1542	5
slr1543	5
nusG	5
cobN2	5
ssr2611	5
rps5	5
rps3	5
rps1	5
IAP75	5
slr1236	5
slr1222	5
slr1234	5
slr1235	5
ccmK3	5
rpl4	5
def	5
rps8	5
slr1752	5
prc	5
ssr2406	5
sll1792	1
sll1791	1
cbbZp	5
purC	5
rfbJ	5
phbC	5
sll1353	5
pdhB	5
ribH	5
slr1197	5
slr1196	5
menB	5
sll1469	5
sll1142	5
rpl14	5
rpl15	5
rpl16	5
rpl10	5
rpl11	5
rpl12	5
slr1241	2
slr1240	5
rpl18	5
rpl19	5
slr1438	5
secE	5
ssl2823	5
nrtD2	5
ileS	5
ssr2009	5
sll1786	5
prfC	5
slr1444	5
slr1441	5
slr1440	5
slr1442	5
secY	5
slr1840	5
lysS	5
ilvA	5
slr1230	5
ssr2047	5
sll1969	5
slr1829	5
sll1716	2
sll1715	2
sll1714	3
pknA	5
ycf9	5
sll1965	5
petJ	5
sll1967	5
sulA	5
pmgA	5
hypE	5
ETR1	5
sll1971	5
malK	5
slr1856	5
slr1854	5
slr1855	5
slr1852	5
slr1853	5
slr1742	5
sll0862	5
sll0863	5
sll0860	5
sll0861	5
sll0867	5
sll0864	5
slr1859	3
sll1784	5
slr0852	5
sll1768	5
slr0857	1
ruvA	5
uvrC	5
slr1739	5
slr0863	5
sll1702	5
slr1738	5
ssl2501	5
sll1708	5
mutS	5
sll1159	5
ssl3364	5
sll1628	5
phr2	5
sll1624	5
sll1623	5
sll1621	5
sll1620	5
slr1821	5
slr1820	5
sll1687	5
slr2144	5
slr2141	5
gcvH	5
slr1243	5
sll1770	5
pta	5
opcA	5
psr	5
sll0875	5
slr1747	5
hemC	5
hemA	5
slr1861	5
ssl3379	5
lexA	5
sll1630	4
sll1631	5
exoD	5
petA	5
petC	5
sll1699	5
sll1696	5
sll1697	5
sll1692	5
sll1693	5
sll1691	5
ssl3383	5
ssl3382	5
slr0871	4
dctP	5
murI	5
deoC	5
rps6	5
ICFG	5
murD	5
sfsA	5
