# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "CO2_4_g4_r3.featureCounts.txt" "CO2_4_g4_r3.bam" 
Geneid	Chr	Start	End	Strand	Length	CO2_4_g4_r3.bam
slr1616|456	slr1616|456	1	18	.	18	150
slr1616|618	slr1616|618	1	22	.	22	335
slr1616|676	slr1616|676	1	22	.	22	430
slr1616|441	slr1616|441	1	22	.	22	87
slr1617|21	slr1617|21	1	19	.	19	126
slr1617|580	slr1617|580	1	20	.	20	150
slr1617|263	slr1617|263	1	17	.	17	209
slr1617|318	slr1617|318	1	19	.	19	166
slr1617|468	slr1617|468	1	18	.	18	125
slr1618|414	slr1618|414	1	21	.	21	103
slr1618|211	slr1618|211	1	19	.	19	150
slr1618|92	slr1618|92	1	21	.	21	338
slr1618|235	slr1618|235	1	18	.	18	173
slr1618|224	slr1618|224	1	17	.	17	175
slr1619|162	slr1619|162	1	18	.	18	473
slr1619|178	slr1619|178	1	19	.	19	119
slr1619|235	slr1619|235	1	17	.	17	282
slr1619|143	slr1619|143	1	19	.	19	80
slr1619|207	slr1619|207	1	20	.	20	159
ccmA|25	ccmA|25	1	20	.	20	16
ccmA|147	ccmA|147	1	20	.	20	84
ccmA|136	ccmA|136	1	22	.	22	109
ccmA|79	ccmA|79	1	22	.	22	69
ccmA|64	ccmA|64	1	22	.	22	283
cbiA|100	cbiA|100	1	17	.	17	222
cbiA|43	cbiA|43	1	18	.	18	201
cbiA|128	cbiA|128	1	21	.	21	443
cbiA|114	cbiA|114	1	22	.	22	62
cbiA|67	cbiA|67	1	22	.	22	182
sll0938|137	sll0938|137	1	18	.	18	184
sll0938|68	sll0938|68	1	20	.	20	187
sll0938|126	sll0938|126	1	22	.	22	186
sll0938|106	sll0938|106	1	19	.	19	264
sll0938|80	sll0938|80	1	17	.	17	151
sll0939|235	sll0939|235	1	20	.	20	119
sll0939|128	sll0939|128	1	17	.	17	154
sll0939|224	sll0939|224	1	18	.	18	231
sll0939|206	sll0939|206	1	19	.	19	64
sll0939|67	sll0939|67	1	19	.	19	233
slr1298|226	slr1298|226	1	22	.	22	276
slr1298|247	slr1298|247	1	21	.	21	219
slr1298|270	slr1298|270	1	18	.	18	155
slr1298|37	slr1298|37	1	22	.	22	158
slr1298|129	slr1298|129	1	17	.	17	363
slr1299|144	slr1299|144	1	18	.	18	346
slr1299|131	slr1299|131	1	22	.	22	648
slr1299|258	slr1299|258	1	17	.	17	253
slr1299|221	slr1299|221	1	17	.	17	165
slr1299|53	slr1299|53	1	20	.	20	395
rps15|37	rps15|37	1	18	.	18	20
rps15|109	rps15|109	1	19	.	19	15
rps15|70	rps15|70	1	21	.	21	71
rps15|125	rps15|125	1	18	.	18	4
rps15|137	rps15|137	1	19	.	19	47
sll0930|79	sll0930|79	1	19	.	19	393
sll0930|160	sll0930|160	1	17	.	17	191
sll0930|133	sll0930|133	1	18	.	18	11
sll0930|112	sll0930|112	1	20	.	20	486
sll0930|4	sll0930|4	1	17	.	17	161
sll0931|78	sll0931|78	1	22	.	22	368
sll0931|123	sll0931|123	1	19	.	19	220
sll0931|31	sll0931|31	1	17	.	17	205
sll0931|147	sll0931|147	1	17	.	17	573
sll0931|110	sll0931|110	1	19	.	19	343
sll0932|67	sll0932|67	1	21	.	21	213
sll0932|4	sll0932|4	1	17	.	17	106
sll0932|52	sll0932|52	1	20	.	20	200
sll0932|127	sll0932|127	1	20	.	20	123
sll0932|92	sll0932|92	1	17	.	17	97
sll0933|103	sll0933|103	1	18	.	18	85
sll0933|9	sll0933|9	1	19	.	19	2
sll0933|90	sll0933|90	1	17	.	17	79
sll0933|128	sll0933|128	1	18	.	18	375
sll0933|72	sll0933|72	1	21	.	21	68
slr1290|134	slr1290|134	1	22	.	22	160
slr1290|238	slr1290|238	1	22	.	22	143
slr1290|30	slr1290|30	1	20	.	20	105
slr1290|41	slr1290|41	1	20	.	20	223
slr1290|14	slr1290|14	1	19	.	19	152
sll1193|155	sll1193|155	1	21	.	21	195
sll1193|49	sll1193|49	1	18	.	18	352
sll1193|17	sll1193|17	1	19	.	19	60
sll1193|177	sll1193|177	1	18	.	18	92
sll1193|135	sll1193|135	1	19	.	19	345
sll0936|4	sll0936|4	1	22	.	22	5
sll0936|107	sll0936|107	1	19	.	19	224
sll0936|160	sll0936|160	1	22	.	22	117
sll0936|121	sll0936|121	1	18	.	18	239
sll0936|56	sll0936|56	1	19	.	19	98
slr1293|184	slr1293|184	1	21	.	21	192
slr1293|28	slr1293|28	1	21	.	21	209
slr1293|5	slr1293|5	1	17	.	17	101
slr1293|73	slr1293|73	1	17	.	17	115
slr1293|142	slr1293|142	1	17	.	17	95
sll1515|135	sll1515|135	1	22	.	22	176
sll1515|115	sll1515|115	1	22	.	22	485
sll1515|104	sll1515|104	1	21	.	21	281
sll1515|83	sll1515|83	1	17	.	17	152
sll1515|14	sll1515|14	1	22	.	22	392
gpsA|88	gpsA|88	1	19	.	19	23
gpsA|142	gpsA|142	1	18	.	18	88
gpsA|30	gpsA|30	1	17	.	17	117
gpsA|63	gpsA|63	1	18	.	18	239
gpsA|112	gpsA|112	1	20	.	20	160
sll1192|6	sll1192|6	1	19	.	19	96
sll1192|73	sll1192|73	1	20	.	20	264
sll1192|91	sll1192|91	1	17	.	17	43
sll1192|28	sll1192|28	1	22	.	22	399
sll1192|169	sll1192|169	1	17	.	17	80
sll1511|135	sll1511|135	1	19	.	19	174
sll1511|216	sll1511|216	1	18	.	18	160
sll1511|171	sll1511|171	1	21	.	21	162
sll1511|20	sll1511|20	1	22	.	22	181
sll1511|33	sll1511|33	1	22	.	22	78
sll1510|81	sll1510|81	1	17	.	17	100
sll1510|34	sll1510|34	1	20	.	20	126
sll1510|137	sll1510|137	1	17	.	17	93
sll1510|175	sll1510|175	1	18	.	18	100
sll1510|186	sll1510|186	1	17	.	17	66
sll1512|175	sll1512|175	1	20	.	20	34
sll1512|61	sll1512|61	1	18	.	18	210
sll1512|205	sll1512|205	1	20	.	20	81
sll1512|31	sll1512|31	1	20	.	20	281
sll1512|74	sll1512|74	1	20	.	20	122
slr1056|844	slr1056|844	1	20	.	20	270
slr1056|179	slr1056|179	1	19	.	19	63
slr1056|558	slr1056|558	1	18	.	18	160
slr1056|267	slr1056|267	1	20	.	20	71
slr1056|546	slr1056|546	1	21	.	21	504
cbiH|67	cbiH|67	1	18	.	18	27
cbiH|82	cbiH|82	1	21	.	21	7
cbiH|51	cbiH|51	1	21	.	21	128
cbiH|259	cbiH|259	1	22	.	22	221
cbiH|187	cbiH|187	1	17	.	17	158
gltB|89	gltB|89	1	19	.	19	143
gltB|105	gltB|105	1	22	.	22	288
gltB|3	gltB|3	1	19	.	19	366
gltB|74	gltB|74	1	18	.	18	299
gltB|52	gltB|52	1	22	.	22	291
ssl2384|46	ssl2384|46	1	22	.	22	191
ssl2384|98	ssl2384|98	1	22	.	22	136
ssl2384|130	ssl2384|130	1	19	.	19	125
ssl2384|73	ssl2384|73	1	21	.	21	391
ssl2384|13	ssl2384|13	1	22	.	22	387
slr1053|116	slr1053|116	1	19	.	19	143
slr1053|139	slr1053|139	1	20	.	20	116
slr1053|79	slr1053|79	1	17	.	17	607
slr1053|41	slr1053|41	1	17	.	17	354
slr1053|92	slr1053|92	1	18	.	18	239
slr1050|189	slr1050|189	1	17	.	17	46
slr1050|26	slr1050|26	1	22	.	22	62
slr1050|136	slr1050|136	1	20	.	20	275
slr1050|177	slr1050|177	1	19	.	19	130
slr1050|8	slr1050|8	1	21	.	21	219
chlH|59	chlH|59	1	19	.	19	40
chlH|95	chlH|95	1	20	.	20	24
chlH|39	chlH|39	1	20	.	20	3
chlH|137	chlH|137	1	21	.	21	414
chlH|19	chlH|19	1	22	.	22	71
fbp|72	fbp|72	1	22	.	22	198
fbp|17	fbp|17	1	20	.	20	253
fbp|3	fbp|3	1	21	.	21	191
fbp|100	fbp|100	1	22	.	22	232
fbp|87	fbp|87	1	22	.	22	185
slr1753|65	slr1753|65	1	18	.	18	281
slr1753|148	slr1753|148	1	20	.	20	411
slr1753|124	slr1753|124	1	22	.	22	386
slr1753|112	slr1753|112	1	22	.	22	700
slr1753|24	slr1753|24	1	17	.	17	306
frpC|188	frpC|188	1	20	.	20	406
frpC|354	frpC|354	1	18	.	18	192
frpC|102	frpC|102	1	18	.	18	108
frpC|66	frpC|66	1	19	.	19	184
frpC|342	frpC|342	1	19	.	19	191
epsB|14	epsB|14	1	18	.	18	161
epsB|25	epsB|25	1	18	.	18	138
epsB|36	epsB|36	1	22	.	22	267
epsB|145	epsB|145	1	18	.	18	154
epsB|88	epsB|88	1	21	.	21	77
sll1188|172	sll1188|172	1	20	.	20	50
sll1188|306	sll1188|306	1	19	.	19	276
sll1188|76	sll1188|76	1	20	.	20	575
sll1188|249	sll1188|249	1	19	.	19	222
sll1188|44	sll1188|44	1	18	.	18	66
sll1186|355	sll1186|355	1	17	.	17	328
sll1186|115	sll1186|115	1	22	.	22	139
sll1186|238	sll1186|238	1	18	.	18	31
sll1186|10	sll1186|10	1	19	.	19	570
sll1186|156	sll1186|156	1	17	.	17	81
hsp17|83	hsp17|83	1	17	.	17	415
hsp17|174	hsp17|174	1	17	.	17	101
hsp17|21	hsp17|21	1	19	.	19	111
hsp17|44	hsp17|44	1	22	.	22	167
hsp17|107	hsp17|107	1	20	.	20	163
nucH|53	nucH|53	1	17	.	17	73
nucH|77	nucH|77	1	22	.	22	164
nucH|19	nucH|19	1	22	.	22	40
nucH|36	nucH|36	1	20	.	20	356
nucH|91	nucH|91	1	17	.	17	125
sll1500|16	sll1500|16	1	19	.	19	89
sll1500|37	sll1500|37	1	19	.	19	116
sll1500|50	sll1500|50	1	19	.	19	501
sll1500|63	sll1500|63	1	18	.	18	170
sll1500|111	sll1500|111	1	20	.	20	150
slr1065|21	slr1065|21	1	22	.	22	58
slr1065|6	slr1065|6	1	20	.	20	105
slr1065|51	slr1065|51	1	18	.	18	326
slr1065|39	slr1065|39	1	21	.	21	326
slr1065|96	slr1065|96	1	22	.	22	260
ssr1155|82	ssr1155|82	1	20	.	20	391
ssr1155|126	ssr1155|126	1	21	.	21	78
ssr1155|41	ssr1155|41	1	22	.	22	161
ssr1155|55	ssr1155|55	1	18	.	18	219
sll1503|101	sll1503|101	1	17	.	17	159
sll1503|404	sll1503|404	1	20	.	20	158
sll1503|26	sll1503|26	1	21	.	21	73
sll1503|332	sll1503|332	1	19	.	19	119
sll1503|13	sll1503|13	1	17	.	17	254
slr0695|64	slr0695|64	1	22	.	22	148
slr0695|34	slr0695|34	1	20	.	20	142
slr0695|84	slr0695|84	1	18	.	18	45
slr0695|47	slr0695|47	1	21	.	21	202
slr0695|16	slr0695|16	1	22	.	22	136
sll1507|170	sll1507|170	1	22	.	22	250
sll1507|227	sll1507|227	1	17	.	17	184
sll1507|145	sll1507|145	1	22	.	22	95
sll1507|187	sll1507|187	1	22	.	22	34
sll1507|87	sll1507|87	1	21	.	21	350
sll1504|18	sll1504|18	1	17	.	17	143
sll1504|141	sll1504|141	1	17	.	17	114
sll1504|82	sll1504|82	1	22	.	22	73
sll1504|93	sll1504|93	1	20	.	20	160
sll1504|169	sll1504|169	1	17	.	17	91
sll1505|165	sll1505|165	1	20	.	20	196
sll1505|34	sll1505|34	1	17	.	17	160
sll1505|186	sll1505|186	1	19	.	19	199
sll1505|301	sll1505|301	1	17	.	17	241
slr1063|1881	slr1063|1881	1	19	.	19	172
slr1063|1342	slr1063|1342	1	17	.	17	231
slr1063|18	slr1063|18	1	20	.	20	138
slr1063|419	slr1063|419	1	20	.	20	82
slr1846|163	slr1846|163	1	17	.	17	308
slr1846|199	slr1846|199	1	21	.	21	486
slr1846|100	slr1846|100	1	20	.	20	131
slr1846|40	slr1846|40	1	20	.	20	94
slr1846|138	slr1846|138	1	22	.	22	62
sll1752|26	sll1752|26	1	19	.	19	91
sll1752|117	sll1752|117	1	20	.	20	205
sll1752|14	sll1752|14	1	18	.	18	265
sll1752|42	sll1752|42	1	21	.	21	80
sll1752|128	sll1752|128	1	19	.	19	202
ssr1768|165	ssr1768|165	1	22	.	22	12
ssr1768|127	ssr1768|127	1	20	.	20	16
ssr1768|70	ssr1768|70	1	17	.	17	23
ssr1768|55	ssr1768|55	1	20	.	20	28
ccsA|93	ccsA|93	1	21	.	21	126
ccsA|157	ccsA|157	1	18	.	18	34
ccsA|139	ccsA|139	1	20	.	20	64
ccsA|227	ccsA|227	1	20	.	20	198
ccsA|61	ccsA|61	1	17	.	17	35
ssl2920|146	ssl2920|146	1	17	.	17	171
slr1400|61	slr1400|61	1	20	.	20	208
slr1400|74	slr1400|74	1	19	.	19	261
slr1400|133	slr1400|133	1	18	.	18	230
slr1400|13	slr1400|13	1	18	.	18	217
slr1400|97	slr1400|97	1	20	.	20	191
infC|91	infC|91	1	17	.	17	7
infC|18	infC|18	1	17	.	17	21
infC|4	infC|4	1	19	.	19	68
infC|133	infC|133	1	17	.	17	55
infC|60	infC|60	1	22	.	22	139
mcpA|82	mcpA|82	1	21	.	21	244
mcpA|137	mcpA|137	1	21	.	21	317
mcpA|178	mcpA|178	1	22	.	22	263
mcpA|120	mcpA|120	1	19	.	19	104
mcpA|40	mcpA|40	1	21	.	21	240
exbB2|70	exbB2|70	1	19	.	19	188
exbB2|127	exbB2|127	1	18	.	18	116
exbB2|7	exbB2|7	1	19	.	19	219
exbB2|107	exbB2|107	1	21	.	21	234
exbB2|37	exbB2|37	1	21	.	21	120
slr1599|10	slr1599|10	1	17	.	17	305
slr1599|172	slr1599|172	1	20	.	20	129
slr1599|218	slr1599|218	1	19	.	19	190
slr1599|194	slr1599|194	1	17	.	17	73
slr1599|44	slr1599|44	1	22	.	22	78
slr0964|213	slr0964|213	1	17	.	17	44
slr0964|61	slr0964|61	1	21	.	21	519
slr0964|176	slr0964|176	1	21	.	21	692
slr0964|94	slr0964|94	1	20	.	20	234
slr0964|145	slr0964|145	1	18	.	18	181
slr0967|53	slr0967|53	1	17	.	17	40
slr0967|21	slr0967|21	1	17	.	17	82
slr0967|145	slr0967|145	1	22	.	22	151
slr0967|160	slr0967|160	1	22	.	22	261
slr0967|118	slr0967|118	1	21	.	21	216
btpA|66	btpA|66	1	17	.	17	178
btpA|192	btpA|192	1	17	.	17	31
btpA|26	btpA|26	1	20	.	20	5
btpA|53	btpA|53	1	20	.	20	43
btpA|97	btpA|97	1	17	.	17	113
ssl1923|36	ssl1923|36	1	19	.	19	612
ssl1923|115	ssl1923|115	1	17	.	17	161
ssl1923|17	ssl1923|17	1	21	.	21	207
ssl1923|76	ssl1923|76	1	18	.	18	95
gad|20	gad|20	1	18	.	18	160
gad|108	gad|108	1	21	.	21	201
gad|58	gad|58	1	19	.	19	361
gad|47	gad|47	1	22	.	22	220
gad|70	gad|70	1	21	.	21	455
ycf19|125	ycf19|125	1	18	.	18	103
ycf19|76	ycf19|76	1	19	.	19	235
ycf19|5	ycf19|5	1	17	.	17	109
ycf19|44	ycf19|44	1	18	.	18	59
ycf19|19	ycf19|19	1	20	.	20	78
lgt|218	lgt|218	1	22	.	22	156
lgt|97	lgt|97	1	20	.	20	194
lgt|202	lgt|202	1	17	.	17	108
lgt|34	lgt|34	1	17	.	17	612
lgt|70	lgt|70	1	17	.	17	217
yefA|166	yefA|166	1	19	.	19	118
yefA|79	yefA|79	1	18	.	18	151
yefA|143	yefA|143	1	17	.	17	299
yefA|236	yefA|236	1	21	.	21	404
yefA|185	yefA|185	1	17	.	17	209
psaM|68	psaM|68	1	20	.	20	126
psaM|31	psaM|31	1	21	.	21	102
psaM|43	psaM|43	1	21	.	21	213
ssl1972|19	ssl1972|19	1	19	.	19	119
ssl1972|46	ssl1972|46	1	21	.	21	251
ssl1972|31	ssl1972|31	1	18	.	18	237
ssl1972|139	ssl1972|139	1	21	.	21	57
ssl1972|91	ssl1972|91	1	19	.	19	168
slr1601|21	slr1601|21	1	22	.	22	180
slr1601|32	slr1601|32	1	20	.	20	40
slr1601|62	slr1601|62	1	22	.	22	150
slr1601|46	slr1601|46	1	20	.	20	143
slr1601|81	slr1601|81	1	22	.	22	81
fmu/fmv|200	fmu/fmv|200	1	20	.	20	168
fmu/fmv|266	fmu/fmv|266	1	21	.	21	485
fmu/fmv|216	fmu/fmv|216	1	22	.	22	77
fmu/fmv|73	fmu/fmv|73	1	20	.	20	92
fmu/fmv|50	fmu/fmv|50	1	17	.	17	106
ssl1792|197	ssl1792|197	1	21	.	21	164
ssl1792|96	ssl1792|96	1	21	.	21	207
ssl1792|108	ssl1792|108	1	21	.	21	100
ssl1792|210	ssl1792|210	1	18	.	18	145
ssl1792|60	ssl1792|60	1	20	.	20	50
slr0686|27	slr0686|27	1	21	.	21	150
slr0686|46	slr0686|46	1	21	.	21	188
slr0686|13	slr0686|13	1	18	.	18	46
slr0686|108	slr0686|108	1	20	.	20	71
slr0686|67	slr0686|67	1	18	.	18	117
pleD3|56	pleD3|56	1	19	.	19	275
pleD3|14	pleD3|14	1	22	.	22	120
pleD3|36	pleD3|36	1	22	.	22	428
pleD3|73	pleD3|73	1	17	.	17	45
pleD3|130	pleD3|130	1	17	.	17	122
slr0680|219	slr0680|219	1	22	.	22	108
slr0680|166	slr0680|166	1	22	.	22	166
slr0680|49	slr0680|49	1	22	.	22	97
slr0680|177	slr0680|177	1	19	.	19	163
slr0680|98	slr0680|98	1	19	.	19	207
slr0681|85	slr0681|85	1	21	.	21	96
slr0681|74	slr0681|74	1	22	.	22	111
slr0681|54	slr0681|54	1	21	.	21	100
slr0681|33	slr0681|33	1	19	.	19	361
slr0681|124	slr0681|124	1	17	.	17	311
slr1068|129	slr1068|129	1	19	.	19	107
slr1070|57	slr1070|57	1	19	.	19	141
slr1070|188	slr1070|188	1	22	.	22	429
slr1070|160	slr1070|160	1	22	.	22	160
slr1070|204	slr1070|204	1	19	.	19	167
slr1070|241	slr1070|241	1	19	.	19	125
slr0689|13	slr0689|13	1	20	.	20	69
slr0689|100	slr0689|100	1	22	.	22	154
slr0689|32	slr0689|32	1	20	.	20	190
slr0689|76	slr0689|76	1	18	.	18	141
slr0689|112	slr0689|112	1	18	.	18	195
dnaN|164	dnaN|164	1	18	.	18	198
dnaN|43	dnaN|43	1	17	.	17	370
dnaN|149	dnaN|149	1	18	.	18	312
dnaN|76	dnaN|76	1	19	.	19	207
dnaN|134	dnaN|134	1	20	.	20	181
slr1052|127	slr1052|127	1	19	.	19	381
slr1052|189	slr1052|189	1	20	.	20	213
slr1052|166	slr1052|166	1	17	.	17	224
slr1052|52	slr1052|52	1	17	.	17	184
slr1052|7	slr1052|7	1	21	.	21	238
lpxC|21	lpxC|21	1	21	.	21	207
lpxC|32	lpxC|32	1	21	.	21	128
lpxC|64	lpxC|64	1	17	.	17	376
lpxC|126	lpxC|126	1	22	.	22	93
lpxC|81	lpxC|81	1	17	.	17	713
ssr2962|31	ssr2962|31	1	20	.	20	385
ssr2962|54	ssr2962|54	1	18	.	18	273
ssr2962|144	ssr2962|144	1	21	.	21	298
ssr2962|160	ssr2962|160	1	20	.	20	153
rfbU|108	rfbU|108	1	17	.	17	266
rfbU|295	rfbU|295	1	17	.	17	99
rfbU|194	rfbU|194	1	20	.	20	83
rfbU|148	rfbU|148	1	19	.	19	268
rfbU|324	rfbU|324	1	20	.	20	79
sll1006|70	sll1006|70	1	17	.	17	113
sll1006|100	sll1006|100	1	22	.	22	40
sll1006|28	sll1006|28	1	22	.	22	109
sll1006|82	sll1006|82	1	19	.	19	85
sll1006|43	sll1006|43	1	19	.	19	305
sll1005|7	sll1005|7	1	21	.	21	263
sll1005|83	sll1005|83	1	17	.	17	44
sll1005|139	sll1005|139	1	22	.	22	344
sll1005|46	sll1005|46	1	19	.	19	229
sll1005|152	sll1005|152	1	17	.	17	246
sll1004|178	sll1004|178	1	17	.	17	182
sll1004|71	sll1004|71	1	19	.	19	86
sll1004|159	sll1004|159	1	21	.	21	241
sll1004|123	sll1004|123	1	21	.	21	265
sll1004|40	sll1004|40	1	19	.	19	229
sll1003|160	sll1003|160	1	22	.	22	118
sll1003|143	sll1003|143	1	18	.	18	180
sll1003|77	sll1003|77	1	22	.	22	488
sll1003|204	sll1003|204	1	17	.	17	138
sll1003|63	sll1003|63	1	20	.	20	156
sll1001|154	sll1001|154	1	21	.	21	76
sll1001|80	sll1001|80	1	17	.	17	72
sll1001|113	sll1001|113	1	22	.	22	145
sll1001|23	sll1001|23	1	22	.	22	87
sll1001|9	sll1001|9	1	19	.	19	26
rfbB|272	rfbB|272	1	17	.	17	258
rfbB|106	rfbB|106	1	22	.	22	79
rfbB|56	rfbB|56	1	20	.	20	179
rfbB|285	rfbB|285	1	18	.	18	284
rfbB|83	rfbB|83	1	17	.	17	176
rfbC|43	rfbC|43	1	21	.	21	421
rfbC|206	rfbC|206	1	17	.	17	249
rfbC|166	rfbC|166	1	18	.	18	169
rfbC|144	rfbC|144	1	17	.	17	155
rfbC|55	rfbC|55	1	18	.	18	113
slr1085|30	slr1085|30	1	19	.	19	122
slr1085|123	slr1085|123	1	22	.	22	86
slr1085|46	slr1085|46	1	19	.	19	88
slr1085|151	slr1085|151	1	21	.	21	237
slr1085|73	slr1085|73	1	21	.	21	111
sll0638|10	sll0638|10	1	19	.	19	186
sll0638|109	sll0638|109	1	18	.	18	172
sll0638|32	sll0638|32	1	18	.	18	228
sll0638|142	sll0638|142	1	17	.	17	88
sll0638|131	sll0638|131	1	17	.	17	198
rfbF|110	rfbF|110	1	22	.	22	178
rfbF|19	rfbF|19	1	21	.	21	133
rfbF|63	rfbF|63	1	21	.	21	229
rfbF|93	rfbF|93	1	19	.	19	179
rfbF|43	rfbF|43	1	20	.	20	132
rfbG|126	rfbG|126	1	22	.	22	86
rfbG|260	rfbG|260	1	20	.	20	583
rfbG|232	rfbG|232	1	20	.	20	194
rfbG|243	rfbG|243	1	17	.	17	89
rfbG|137	rfbG|137	1	20	.	20	40
slr0978|70	slr0978|70	1	20	.	20	108
slr0978|149	slr0978|149	1	20	.	20	121
slr0978|56	slr0978|56	1	22	.	22	313
slr0978|109	slr0978|109	1	21	.	21	153
slr0978|43	slr0978|43	1	19	.	19	287
rfbE|70	rfbE|70	1	20	.	20	62
rfbE|218	rfbE|218	1	17	.	17	112
rfbE|289	rfbE|289	1	17	.	17	137
rfbE|270	rfbE|270	1	20	.	20	128
rfbE|30	rfbE|30	1	17	.	17	61
slr0976|133	slr0976|133	1	18	.	18	481
slr0976|166	slr0976|166	1	20	.	20	69
slr0976|247	slr0976|247	1	18	.	18	104
slr0976|233	slr0976|233	1	21	.	21	189
slr0976|258	slr0976|258	1	18	.	18	148
slr0977|94	slr0977|94	1	22	.	22	279
slr0977|219	slr0977|219	1	20	.	20	145
slr0977|175	slr0977|175	1	19	.	19	158
slr0977|65	slr0977|65	1	21	.	21	276
slr0977|10	slr0977|10	1	20	.	20	35
slr1087|85	slr1087|85	1	20	.	20	86
slr1087|16	slr1087|16	1	18	.	18	171
slr1087|114	slr1087|114	1	21	.	21	96
slr1087|4	slr1087|4	1	17	.	17	144
slr1087|130	slr1087|130	1	19	.	19	148
slr0975|172	slr0975|172	1	20	.	20	68
slr0975|102	slr0975|102	1	19	.	19	258
slr0975|121	slr0975|121	1	20	.	20	29
slr0975|188	slr0975|188	1	20	.	20	121
slr0975|156	slr0975|156	1	19	.	19	97
slr1081|70	slr1081|70	1	17	.	17	65
slr1081|37	slr1081|37	1	22	.	22	197
slr1081|59	slr1081|59	1	17	.	17	122
slr1081|16	slr1081|16	1	22	.	22	389
slr1081|4	slr1081|4	1	20	.	20	221
slr1083|111	slr1083|111	1	17	.	17	186
slr1083|95	slr1083|95	1	20	.	20	251
slr1083|27	slr1083|27	1	20	.	20	70
slr1083|38	slr1083|38	1	20	.	20	63
slr1083|7	slr1083|7	1	21	.	21	95
slr0971|90	slr0971|90	1	18	.	18	454
slr0971|261	slr0971|261	1	19	.	19	217
slr0971|141	slr0971|141	1	19	.	19	127
slr0971|220	slr0971|220	1	18	.	18	267
slr0971|37	slr0971|37	1	22	.	22	158
sir|130	sir|130	1	22	.	22	31
sir|81	sir|81	1	22	.	22	60
sir|7	sir|7	1	22	.	22	49
sir|22	sir|22	1	20	.	20	10
sir|33	sir|33	1	17	.	17	1
lim|94	lim|94	1	17	.	17	79
lim|77	lim|77	1	20	.	20	445
lim|138	lim|138	1	19	.	19	205
lim|66	lim|66	1	17	.	17	42
lim|111	lim|111	1	22	.	22	78
sll1647|20	sll1647|20	1	21	.	21	195
sll1647|94	sll1647|94	1	17	.	17	378
sll1647|149	sll1647|149	1	21	.	21	346
sll1647|73	sll1647|73	1	21	.	21	139
sll1647|128	sll1647|128	1	21	.	21	405
trpA|122	trpA|122	1	22	.	22	126
trpA|60	trpA|60	1	21	.	21	45
trpA|80	trpA|80	1	19	.	19	52
trpA|91	trpA|91	1	18	.	18	207
trpA|156	trpA|156	1	19	.	19	25
vapC|79	vapC|79	1	20	.	20	63
vapC|175	vapC|175	1	20	.	20	96
vapC|109	vapC|109	1	21	.	21	112
vapB|51	vapB|51	1	22	.	22	217
vapB|198	vapB|198	1	21	.	21	58
sll1643|92	sll1643|92	1	18	.	18	392
sll1643|11	sll1643|11	1	17	.	17	180
sll1643|174	sll1643|174	1	22	.	22	280
sll1643|59	sll1643|59	1	17	.	17	191
sll1643|124	sll1643|124	1	22	.	22	397
sll1642|65	sll1642|65	1	20	.	20	195
sll1642|262	sll1642|262	1	19	.	19	94
slr1084|35	slr1084|35	1	21	.	21	187
slr1084|92	slr1084|92	1	20	.	20	218
slr1084|17	slr1084|17	1	20	.	20	489
slr1084|134	slr1084|134	1	20	.	20	69
slr1084|108	slr1084|108	1	22	.	22	230
galE|385	galE|385	1	22	.	22	131
galE|58	galE|58	1	20	.	20	305
galE|71	galE|71	1	18	.	18	84
galE|172	galE|172	1	19	.	19	167
galE|19	galE|19	1	22	.	22	42
sll1516|94	sll1516|94	1	20	.	20	118
sll1516|152	sll1516|152	1	20	.	20	180
sll1516|51	sll1516|51	1	17	.	17	187
sll1516|105	sll1516|105	1	21	.	21	28
sll1516|11	sll1516|11	1	18	.	18	141
slr0688|81	slr0688|81	1	21	.	21	167
slr0688|96	slr0688|96	1	18	.	18	215
slr0688|127	slr0688|127	1	22	.	22	523
slr0688|29	slr0688|29	1	22	.	22	55
slr0688|109	slr0688|109	1	20	.	20	265
slr1082|32	slr1082|32	1	17	.	17	121
slr1082|44	slr1082|44	1	20	.	20	229
slr1082|16	slr1082|16	1	20	.	20	425
slr1082|110	slr1082|110	1	19	.	19	187
slr1082|122	slr1082|122	1	19	.	19	120
slr1760|187	slr1760|187	1	17	.	17	294
slr1760|107	slr1760|107	1	20	.	20	239
slr1760|124	slr1760|124	1	17	.	17	141
slr1760|9	slr1760|9	1	20	.	20	131
slr1760|165	slr1760|165	1	21	.	21	141
icd|69	icd|69	1	19	.	19	341
icd|109	icd|109	1	18	.	18	580
icd|18	icd|18	1	21	.	21	101
icd|43	icd|43	1	20	.	20	122
icd|126	icd|126	1	18	.	18	65
sll0650|249	sll0650|249	1	17	.	17	80
gdhB|159	gdhB|159	1	19	.	19	185
gdhB|123	gdhB|123	1	19	.	19	382
gdhB|9	gdhB|9	1	22	.	22	128
gdhB|94	gdhB|94	1	22	.	22	411
gdhB|32	gdhB|32	1	22	.	22	133
sll0654|4	sll0654|4	1	22	.	22	380
sll0654|98	sll0654|98	1	17	.	17	190
sll0654|72	sll0654|72	1	22	.	22	455
sll0654|49	sll0654|49	1	19	.	19	265
sll0654|83	sll0654|83	1	22	.	22	185
sll1011|112	sll1011|112	1	22	.	22	114
sll1011|53	sll1011|53	1	19	.	19	357
