sgRNA_target	num_sgRNAs	p_fitness_condition	p_fitness_condition_2	condition	wmean_fitness	sd_fitness	p_fitness_adj	comb_score	p_fitness_condition_adj
alaS	5	0.51459819165810194	0.6904761904761905	CO2_4percent	-4.357772137840066	2.21293841969674	0.009421249262526892	8.828373557894725	0.7032732765690293
alr	5	0.08024166929066141	0.2222222222222222	CO2_30percent	-3.806098291497502	2.0038933048906293	0.012227041170706682	7.279842848476214	0.26234028318417857
alr	5	0.08024166929066141	0.2222222222222222	CO2_4percent	-2.4782702697456513	1.9829195458203202	0.746352504788104	0.31487912061279005	0.26234028318417857
ama2	5	0.14024270215766366	0.30952380952380953	CO2_30percent	0.4567974408252084	0.273354500776233	0.34672092298393176	0.2101359358495897	0.34813398257891537
ama2	5	0.14024270215766366	0.30952380952380953	CO2_4percent	0.15041899264107841	0.17720455118066125	0.9720968262217057	0.0018487208364230553	0.34813398257891537
ama	5	0.14024270215766366	0.30952380952380953	CO2_30percent	0.24661552229787634	0.38624705950128335	0.8927347877322642	0.01215260663030442	0.34813398257891537
ama	5	0.14024270215766366	0.30952380952380953	CO2_4percent	-1.5388538191606458	1.1582617235717372	0.4245195217857738	0.5726110972830045	0.34813398257891537
amiA2	5	0.043002747477351014	0.15079365079365079	CO2_30percent	-0.8464124281548348	0.6531252842897508	0.19000563603671725	0.6104610120592693	0.18369856512907407
amiA2	5	0.043002747477351014	0.15079365079365079	CO2_4percent	0.05884255704670572	0.18537905504533808	1	-0	0.18369856512907407
amiA3	5	0.22994905679421349	0.42063492063492064	CO2_30percent	-4.907916269458227	3.18203390212002	0.19000563603671725	3.5397537102415346	0.46448454693496694
amiA3	5	0.22994905679421349	0.42063492063492064	CO2_4percent	-2.8187710187329027	2.4165251806829864	0.4245195217857738	1.0488712741451651	0.46448454693496694
amiA	5	0.7059529851215194	0.8412698412698413	CO2_30percent	-1.877373384357124	1.2227436352827055	0.48928840640055	0.5828025467124401	0.8422789991975005
amiA	5	0.7059529851215194	0.8412698412698413	CO2_4percent	-0.8272910208834225	0.5384861216668355	0.3557510150935733	0.37133276147651206	0.8422789991975005
amiC	5	0.22994905679421349	0.42063492063492064	CO2_30percent	0.7946546376149696	1.0518040749238444	0.8624632381404762	0.05106403605487808	0.46448454693496694
amiC	5	0.22994905679421349	0.42063492063492064	CO2_4percent	-1.662883423180936	1.2318132924770655	0.29057650874644886	0.892535214708558	0.46448454693496694
ams1	5	0.35439798416825935	0.5476190476190477	CO2_30percent	0.25698499648789364	0.32982556183784534	0.7324131804450047	0.034755640002101594	0.5852118689503559
ams1	5	0.35439798416825935	0.5476190476190477	CO2_4percent	0.18240884324122014	0.7464537344978426	0.497647869636685	0.05528408016672572	0.5852118689503559
amt1	5	6.846034854385695e-4	0.007936507936507936	CO2_30percent	1.8875588703979171	0.2683672419875219	0.00872410061899529	3.887010973801785	0.019088879003072844
amt1	5	6.846034854385695e-4	0.007936507936507936	CO2_4percent	-0.548571459275016	0.15017695540578438	0.045117892444065374	0.7381858399362015	0.019088879003072844
amt2	5	0.004415048495490632	0.031746031746031744	CO2_30percent	0.3587803184191823	0.15868345023081956	0.3178048046721386	0.1786150291419555	0.0544463476152693
amt2	5	0.004415048495490632	0.031746031746031744	CO2_4percent	0.03260961073478596	0.08415633269074767	0.746352504788104	0.004143246875470378	0.0544463476152693
