sgRNA_target	condition	wmean_fitness	p_fitness_adj	p_fitness_condition	p_fitness_condition_2	p_fitness_condition_adj
amiC	CO2_4percent	-1.662883423180936	0.29057650874644886	0.22994905679421349	0.42063492063492064	0.29057650874644886
ams1	CO2_30percent	0.25698499648789364	0.7324131804450047	0.35439798416825935	0.5476190476190477	0.7324131804450047
ams1	CO2_4percent	0.18240884324122014	0.497647869636685	0.35439798416825935	0.5476190476190477	0.497647869636685
amt1	CO2_30percent	1.8875588703979171	0.00872410061899529	6.846034854385695e-4	0.007936507936507936	0.00872410061899529
amt1	CO2_4percent	-0.548571459275016	0.045117892444065374	6.846034854385695e-4	0.007936507936507936	0.045117892444065374
amt2	CO2_30percent	0.3587803184191823	0.3178048046721386	0.004415048495490632	0.031746031746031744	0.3178048046721386
amt2	CO2_4percent	0.03260961073478596	0.746352504788104	0.004415048495490632	0.031746031746031744	0.746352504788104
amt3	CO2_30percent	0.2736045675794419	0.9190642338250596	0.9180430114611047	1	0.9190642338250596
amt3	CO2_4percent	0.07980264691927841	0.9349326218034614	0.9180430114611047	1	0.9349326218034614
ank	CO2_30percent	0.3440046427540958	0.2871038646357691	0.043002747477351014	0.15079365079365079	0.2871038646357691
ank	CO2_4percent	-0.3691571443442365	0.7211652573233834	0.043002747477351014	0.15079365079365079	0.7211652573233834
apcA	CO2_30percent	-2.1312423300031025	0.012227041170706682	0.010097314647507225	0.05555555555555555	0.012227041170706682
apcA	CO2_4percent	-4.695888506523364	0.009421249262526892	0.010097314647507225	0.05555555555555555	0.009421249262526892
apcB	CO2_30percent	-0.39851779240161805	0.594324564040631	0.0018007025160810717	0.015873015873015872	0.594324564040631
apcB	CO2_4percent	-3.548652460754759	0.009421249262526892	0.0018007025160810717	0.015873015873015872	0.009421249262526892
