sgRNA_target	condition	wmean_fitness	p_fitness_adj	p_fitness_condition	p_fitness_condition_2	p_fitness_condition_adj
nc_slr0088	CO2_4percent	-0.3588138537549437	0.4610569652166894	0.14024270215766366	0.30952380952380953	0.4610569652166894
nc_slr0092-as	CO2_30percent	0.14464022374344288	0.9647691158263495	0.03670119249562781	0.3333333333333333	0.9647691158263495
nc_slr0092-as	CO2_4percent	-0.04084716619652818	0.6901252346181802	0.03670119249562781	0.3333333333333333	0.6901252346181802
nc_slr0103	CO2_30percent	0.7642164265383935	0.11635175242516728	0.0018007025160810717	0.015873015873015872	0.11635175242516728
nc_slr0103	CO2_4percent	-0.029000680978086106	0.32500952062572575	0.0018007025160810717	0.015873015873015872	0.32500952062572575
nc_slr0104-as	CO2_30percent	0.020436186198659653	0.8010213373011333	0.9180430114611047	1	0.8010213373011333
nc_slr0104-as	CO2_4percent	-0.06152179533255139	0.8510688283109384	0.9180430114611047	1	0.8510688283109384
nc_slr0104	CO2_30percent	1.1254105315017295	0.033824490359733735	0.009420319510740701	0.1	0.033824490359733735
nc_slr0104	CO2_4percent	0.08984240907644239	0.9525074466803449	0.009420319510740701	0.1	0.9525074466803449
nc_slr0109	CO2_30percent	0.557701537356426	0.41870951708492	0.13361440253771614	1	0.41870951708492
nc_slr0109	CO2_4percent	0.1729569845218703	1	0.13361440253771614	1	1
nc_slr0114	CO2_30percent	-0.2890760945240562	0.28397608833732335	0.32960960546565654	0.6666666666666666	0.28397608833732335
nc_slr0114	CO2_4percent	-0.10038802782269252	0.39281497621215256	0.32960960546565654	0.6666666666666667	0.39281497621215256
nc_slr0115	CO2_30percent	-1.0109254853983134	0.7324131804450047	0.8238861054648129	1	0.7324131804450047
nc_slr0115	CO2_4percent	0.39787772768011603	0.7739566832797656	0.8238861054648129	1	0.7739566832797656
nc_slr0143-as2	CO2_30percent	-0.21604027570033682	0.5001878928198678	0.13697621398328264	0.34285714285714286	0.5001878928198678
nc_slr0143-as2	CO2_4percent	0.22135394222827387	0.867169821190945	0.13697621398328264	0.34285714285714286	0.867169821190945
nc_slr0143-as	CO2_30percent	0.07925609357520659	0.9458951075850284	0.13361440253771614	1	0.9458951075850284
nc_slr0143-as	CO2_4percent	0.1202724271723655	0.9525074466803449	0.13361440253771614	1	0.9525074466803449
nc_slr0144-as	CO2_30percent	0.5022240266336038	0.49333821959901863	0.13361440253771614	1	0.49333821959901863
nc_slr0144-as	CO2_4percent	0.24332923727273417	0.7994991339779918	0.13361440253771614	1	0.7994991339779918
nc_slr0145-as	CO2_30percent	0.4723612731248963	0.8757201272803087	1	1	0.8757201272803087
nc_slr0145-as	CO2_4percent	0.2589731650786853	0.6476625593337079	1	1	0.6476625593337079
nc_slr0151-as	CO2_30percent	0.31319723601397065	0.6652586483325006	0.13361440253771614	1	0.6652586483325006
nc_slr0151-as	CO2_4percent	-0.06222387033154646	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0151	CO2_30percent	0.019864656615229827	0.48928840640055	0.7059529851215194	0.8412698412698413	0.48928840640055
nc_slr0151	CO2_4percent	-0.48437629458557513	0.4610569652166894	0.7059529851215194	0.8412698412698413	0.4610569652166894
nc_slr0163	CO2_30percent	0.6176860389720988	0.594324564040631	0.8238861054648129	1	0.594324564040631
nc_slr0163	CO2_4percent	0.8324030712687471	0.497647869636685	0.8238861054648129	1	0.497647869636685
nc_slr0169	CO2_30percent	-1.317905997848169	0.45352377927595783	0.9180430114611047	1	0.45352377927595783
nc_slr0169	CO2_4percent	-0.40054773878268407	0.5399302538694818	0.9180430114611047	1	0.5399302538694818
nc_slr0171-as	CO2_30percent	-1.1810573519288583	0.41870951708492	0.13361440253771614	1	0.41870951708492
nc_slr0171-as	CO2_4percent	0.33661699273736095	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0186	CO2_30percent	-2.705042257245652	0.5217432202413865	0.9180430114611047	1	0.5217432202413865
nc_slr0186	CO2_4percent	-2.5981285787438755	0.08554709033241957	0.9180430114611047	1	0.08554709033241957
nc_slr0192-as	CO2_30percent	-1.1118453123895864	0.07597918091405867	0.010097314647507225	0.05555555555555555	0.07597918091405867
nc_slr0192-as	CO2_4percent	-0.10563758562010643	0.8308475819064807	0.010097314647507225	0.05555555555555555	0.8308475819064807
nc_slr0197-as	CO2_30percent	0.7685587399307581	0.45352377927595783	0.22994905679421349	0.42063492063492064	0.45352377927595783
nc_slr0197-as	CO2_4percent	-0.012847418598027488	1	0.22994905679421349	0.42063492063492064	1
nc_slr0199-as	CO2_30percent	-3.2217126038876778	0.10014466515897469	0.009420319510740701	0.1	0.10014466515897469
nc_slr0199-as	CO2_4percent	0.202464537298597	0.6785485253288749	0.009420319510740701	0.1	0.6785485253288749
nc_slr0201	CO2_30percent	0.32455578141883934	0.594324564040631	0.51459819165810194	0.6904761904761905	0.594324564040631
nc_slr0201	CO2_4percent	0.17425184269920255	0.873632922859333	0.51459819165810194	0.6904761904761905	0.873632922859333
nc_slr0207	CO2_30percent	0.1749300136381862	0.8978744444973047	0.41449154861760745	0.7	0.8978744444973047
nc_slr0207	CO2_4percent	0.04120977581007023	0.6785485253288749	0.41449154861760745	0.7	0.6785485253288749
nc_slr0208-as2	CO2_30percent	0.1856701131560044	0.9190642338250596	0.32960960546565654	0.6666666666666666	0.9190642338250596
nc_slr0208-as2	CO2_4percent	0.2309061381999483	0.7994991339779918	0.32960960546565654	0.6666666666666667	0.7994991339779918
nc_slr0208-as	CO2_30percent	0.23749868839285396	0.8624632381404762	0.08024166929066141	0.2222222222222222	0.8624632381404762
nc_slr0208-as	CO2_4percent	-0.0477671839605158	0.6785485253288749	0.08024166929066141	0.2222222222222222	0.6785485253288749
nc_slr0210-as	CO2_30percent	0.3753848054564674	0.9647691158263495	0.32960960546565654	0.6666666666666666	0.9647691158263495
nc_slr0210-as	CO2_4percent	0.40938791561685095	0.746352504788104	0.32960960546565654	0.6666666666666667	0.746352504788104
nc_slr0213-as	CO2_30percent	-0.23974288699901716	0.3219508045569536	0.8238861054648129	1	0.3219508045569536
nc_slr0213-as	CO2_4percent	-0.26874058931661804	0.196469117939684	0.8238861054648129	1	0.196469117939684
nc_slr0216-as	CO2_30percent	0.605464863405136	0.2871038646357691	0.043002747477351014	0.15079365079365079	0.2871038646357691
nc_slr0216-as	CO2_4percent	-0.031004499656133305	0.7211652573233834	0.043002747477351014	0.15079365079365079	0.7211652573233834
nc_slr0226-as	CO2_30percent	0.2630497600465556	0.9190642338250596	1	1	0.9190642338250596
nc_slr0226-as	CO2_4percent	-0.026992748764322158	0.746352504788104	1	1	0.746352504788104
nc_slr0229	CO2_30percent	0.6041590858827496	0.34022177127353104	0.13361440253771614	1	0.34022177127353104
nc_slr0229	CO2_4percent	0.16658298726057513	1	0.13361440253771614	1	1
nc_slr0231-as	CO2_30percent	0.1649407815658538	0.9647691158263495	0.32960960546565654	0.6666666666666666	0.9647691158263495
nc_slr0231-as	CO2_4percent	0.20296667714048594	0.9056553806334618	0.32960960546565654	0.6666666666666667	0.9056553806334618
nc_slr0237-as	CO2_30percent	0.42134338139560873	0.8757201272803087	1	1	0.8757201272803087
nc_slr0237-as	CO2_4percent	0.10897926951784856	0.9349326218034614	1	1	0.9349326218034614
nc_slr0244-as	CO2_30percent	-0.04811761814463052	0.9647691158263495	1	1	0.9647691158263495
nc_slr0244-as	CO2_4percent	0.16490523035967244	0.9056553806334618	1	1	0.9056553806334618
nc_slr0257	CO2_30percent	-0.4062521327344117	0.13092199202511332	0.02415182280389131	0.11428571428571428	0.13092199202511332
nc_slr0257	CO2_4percent	0.26701342802743044	0.9720968262217057	0.02415182280389131	0.11428571428571428	0.9720968262217057
nc_slr0261-as2	CO2_30percent	-0.5174960294149409	0.632373293535994	0.7370162633798947	0.8857142857142857	0.632373293535994
nc_slr0261-as2	CO2_4percent	-1.041555943261774	0.1766276124104797	0.7370162633798947	0.8857142857142857	0.1766276124104797
nc_slr0261-as3	CO2_30percent	0.5898683642937637	0.34022177127353104	0.13361440253771614	1	0.34022177127353104
nc_slr0261-as3	CO2_4percent	0.7284535523819226	0.3366624508281357	0.13361440253771614	1	0.3366624508281357
nc_slr0261-as	CO2_30percent	-0.7770785154464108	0.41870951708492	0.35439798416825935	0.5476190476190477	0.41870951708492
nc_slr0261-as	CO2_4percent	-0.548519483535305	0.8308475819064807	0.35439798416825935	0.5476190476190477	0.8308475819064807
nc_slr0267-as	CO2_30percent	-0.7789353303381286	0.8624632381404762	0.51459819165810194	0.6904761904761905	0.8624632381404762
nc_slr0267-as	CO2_4percent	-0.13383910562148574	0.8308475819064807	0.51459819165810194	0.6904761904761905	0.8308475819064807
nc_slr0273-as	CO2_30percent	0.5210114577410775	0.4551337833423071	0.41449154861760745	0.7	0.4551337833423071
nc_slr0273-as	CO2_4percent	0.3120697533610399	0.873632922859333	0.41449154861760745	0.7	0.873632922859333
nc_slr0273	CO2_30percent	0.2797844561146299	0.9647691158263495	0.32960960546565654	0.6666666666666667	0.9647691158263495
nc_slr0273	CO2_4percent	-0.08994947734481092	0.746352504788104	0.32960960546565654	0.6666666666666666	0.746352504788104
nc_slr0293-as	CO2_30percent	-0.2337519294788752	0.49333821959901863	0.13361440253771614	1	0.49333821959901863
nc_slr0293-as	CO2_4percent	0.33760147563618764	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0299	CO2_30percent	-0.48105977820627704	0.49333821959901863	0.13361440253771614	1	0.49333821959901863
nc_slr0299	CO2_4percent	-0.35279357346135043	0.5820338954230255	0.13361440253771614	1	0.5820338954230255
nc_slr0300-as	CO2_30percent	0.47680481527189017	0.49333821959901863	0.13361440253771614	1	0.49333821959901863
nc_slr0300-as	CO2_4percent	-0.1620550315355	0.5820338954230255	0.13361440253771614	1	0.5820338954230255
nc_slr0301-as	CO2_30percent	0.05271107684917875	0.9458951075850284	0.13361440253771614	1	0.9458951075850284
nc_slr0301-as	CO2_4percent	0.2568893269834149	0.7994991339779918	0.13361440253771614	1	0.7994991339779918
nc_slr0302	CO2_30percent	0.21762750616702436	0.9647691158263495	1	1	0.9647691158263495
nc_slr0302	CO2_4percent	0.36931874875761517	0.4610569652166894	1	1	0.4610569652166894
nc_slr0306	CO2_30percent	0.8257567060063906	0.14692368791880397	0.06135536552864657	0.2	0.14692368791880397
nc_slr0306	CO2_4percent	0.1563388524951637	0.9525074466803449	0.06135536552864657	0.2	0.9525074466803449
nc_slr0309	CO2_30percent	0.576668410861463	0.8757201272803087	0.32960960546565654	0.6666666666666667	0.8757201272803087
nc_slr0309	CO2_4percent	-0.3183225839601058	0.9349326218034614	0.32960960546565654	0.6666666666666666	0.9349326218034614
nc_slr0312	CO2_30percent	0.18915351465242936	0.9190642338250596	1	1	0.9190642338250596
nc_slr0312	CO2_4percent	0.01979559738059204	0.7994991339779918	1	1	0.7994991339779918
nc_slr0316	CO2_30percent	-0.4550231273698976	0.6652586483325006	1	1	0.6652586483325006
nc_slr0316	CO2_4percent	-0.19976854275960962	0.26968726078703026	1	1	0.26968726078703026
nc_slr0317-as	CO2_30percent	0.09221911134621638	0.8978744444973047	0.41449154861760745	0.7	0.8978744444973047
nc_slr0317-as	CO2_4percent	0.3259656831564009	0.8350840361747932	0.41449154861760745	0.7	0.8350840361747932
nc_slr0319-as	CO2_30percent	0.10777352589782398	0.8313727550868939	0.14024270215766366	0.30952380952380953	0.8313727550868939
nc_slr0319-as	CO2_4percent	0.43391173879498474	0.7211652573233834	0.14024270215766366	0.30952380952380953	0.7211652573233834
nc_slr0319	CO2_30percent	0.011880203467780473	0.7324131804450047	0.13361440253771614	1	0.7324131804450047
nc_slr0319	CO2_4percent	-0.002329090592641759	0.746352504788104	0.13361440253771614	1	0.746352504788104
nc_slr0320-as2	CO2_30percent	-1.662159853666596	0.34022177127353104	0.13361440253771614	1	0.34022177127353104
nc_slr0320-as2	CO2_4percent	0.13620873801805736	1	0.13361440253771614	1	1
nc_slr0320-as3	CO2_30percent	-1.76589594815819	0.13273659218085376	0.03670119249562781	0.3333333333333333	0.13273659218085376
nc_slr0320-as3	CO2_4percent	0.1466945711497885	0.9720968262217057	0.03670119249562781	0.3333333333333333	0.9720968262217057
nc_slr0320-as4	CO2_30percent	-1.3404827296015027	0.06491966300438194	0.009420319510740701	0.1	0.06491966300438194
nc_slr0320-as4	CO2_4percent	0.04781330356301116	0.7375751611732534	0.009420319510740701	0.1	0.7375751611732534
nc_slr0320-as	CO2_30percent	-1.1719119326522178	0.08169384387075593	0.009420319510740701	0.1	0.08169384387075593
nc_slr0320-as	CO2_4percent	0.15936454291995286	1	0.009420319510740701	0.1	1
nc_slr0320	CO2_30percent	0.5874147043453272	0.1653205306953264	0.03670119249562781	0.3333333333333333	0.1653205306953264
nc_slr0320	CO2_4percent	-1.3036278147980622	0.19934428107589489	0.03670119249562781	0.3333333333333333	0.19934428107589489
nc_slr0322-as	CO2_30percent	-0.10497508173594439	0.49333821959901863	0.13361440253771614	1	0.49333821959901863
nc_slr0322-as	CO2_4percent	-0.04559475491988033	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0326-as	CO2_30percent	0.26232789973352016	0.48928840640055	0.03670119249562781	0.3333333333333333	0.48928840640055
nc_slr0326-as	CO2_4percent	-1.634460897067993	0.5764319061134006	0.03670119249562781	0.3333333333333333	0.5764319061134006
nc_slr0327-as	CO2_30percent	0.08426120619717381	0.8308242601077898	0.41449154861760745	0.7	0.8308242601077898
nc_slr0327-as	CO2_4percent	0.2560741405125668	0.873632922859333	0.41449154861760745	0.7	0.873632922859333
nc_slr0327	CO2_30percent	0.8703339832266515	0.11213672838426873	0.03670119249562781	0.3333333333333333	0.11213672838426873
nc_slr0327	CO2_4percent	0.014538028987240461	0.746352504788104	0.03670119249562781	0.3333333333333333	0.746352504788104
nc_slr0331-as2	CO2_30percent	-0.06497224718927422	0.9458951075850284	0.7370162633798947	0.8857142857142857	0.9458951075850284
nc_slr0331-as2	CO2_4percent	0.045301882707989675	0.9143550542857183	0.7370162633798947	0.8857142857142857	0.9143550542857183
nc_slr0331-as	CO2_30percent	-0.40336169824817403	0.34672092298393176	0.13697621398328264	0.34285714285714286	0.34672092298393176
nc_slr0331-as	CO2_4percent	0.0865723697028318	0.6785485253288749	0.13697621398328264	0.34285714285714286	0.6785485253288749
nc_slr0331	CO2_30percent	-0.8665753033278345	0.28397608833732335	1	1	0.28397608833732335
nc_slr0331	CO2_4percent	-0.5726553399123834	0.29057650874644886	1	1	0.29057650874644886
nc_slr0338-as	CO2_30percent	-4.15151508296145	0.03268795285868992	0.7370162633798947	0.8857142857142857	0.03268795285868992
nc_slr0338-as	CO2_4percent	-4.90596325963024	0.7211652573233834	0.7370162633798947	0.8857142857142857	0.7211652573233834
nc_slr0345-as	CO2_30percent	0.17850247058029392	1	1	1	1
nc_slr0345-as	CO2_4percent	0.12218402775069677	0.9720968262217057	1	1	0.9720968262217057
nc_slr0346-as	CO2_30percent	-0.1856409612790021	0.8927347877322642	0.51459819165810194	0.6904761904761905	0.8927347877322642
nc_slr0346-as	CO2_4percent	0.19719523431635877	0.8510688283109384	0.51459819165810194	0.6904761904761905	0.8510688283109384
nc_slr0354-as	CO2_30percent	1.2599521859196823	0.27496316702089124	0.13361440253771614	1	0.27496316702089124
nc_slr0354-as	CO2_4percent	-0.2316350213934705	0.5820338954230255	0.13361440253771614	1	0.5820338954230255
nc_slr0358-as	CO2_30percent	0.07255369971487599	0.8624632381404762	0.009420319510740701	0.1	0.8624632381404762
nc_slr0358-as	CO2_4percent	0.12306136012566574	0.9525074466803449	0.009420319510740701	0.1	0.9525074466803449
nc_slr0359-as2	CO2_30percent	0.10402047163782704	0.8978744444973047	0.8238861054648129	1	0.8978744444973047
nc_slr0359-as2	CO2_4percent	0.3040886303175849	0.9178852599150962	0.8238861054648129	1	0.9178852599150962
nc_slr0359-as3	CO2_30percent	0.28056596454005944	0.7708972345456213	0.32960960546565654	0.6666666666666667	0.7708972345456213
nc_slr0359-as3	CO2_4percent	0.10062546094791339	0.9349326218034614	0.32960960546565654	0.6666666666666666	0.9349326218034614
nc_slr0359-as	CO2_30percent	-0.6642258135543991	0.2871038646357691	0.009420319510740701	0.1	0.2871038646357691
nc_slr0359-as	CO2_4percent	0.08081258065226493	0.8914439249771854	0.009420319510740701	0.1	0.8914439249771854
nc_slr0359	CO2_30percent	0.9168272810078825	0.594324564040631	0.8238861054648129	1	0.594324564040631
nc_slr0359	CO2_4percent	0.5207707729182807	0.11481259301785712	0.8238861054648129	1	0.11481259301785712
nc_slr0366-as	CO2_30percent	0.17796348317972102	0.8978744444973047	0.15869314176404378	0.4	0.8978744444973047
nc_slr0366-as	CO2_4percent	0.4715871404917825	0.7739566832797656	0.15869314176404378	0.4	0.7739566832797656
nc_slr0366	CO2_30percent	0.5441174789806598	0.19918644881115583	0.03670119249562781	0.3333333333333333	0.19918644881115583
nc_slr0366	CO2_4percent	0.25944742695516154	0.7994991339779918	0.03670119249562781	0.3333333333333333	0.7994991339779918
nc_slr0369-as2	CO2_30percent	0.33915313676465814	0.6326011029152486	0.35439798416825935	0.5476190476190477	0.6326011029152486
nc_slr0369-as2	CO2_4percent	0.17369203291089158	0.8914439249771854	0.35439798416825935	0.5476190476190477	0.8914439249771854
nc_slr0369-as	CO2_30percent	0.3285287802078096	0.594324564040631	0.41449154861760745	0.7	0.594324564040631
nc_slr0369-as	CO2_4percent	0.19140147304923225	0.873632922859333	0.41449154861760745	0.7	0.873632922859333
nc_slr0370-as	CO2_30percent	0.1639619845742408	0.9647691158263495	0.32960960546565654	0.6666666666666667	0.9647691158263495
nc_slr0370-as	CO2_4percent	0.078214882609378	0.8308475819064807	0.32960960546565654	0.6666666666666666	0.8308475819064807
nc_slr0378-as	CO2_30percent	-0.3568117306003017	0.2871038646357691	0.009420319510740701	0.1	0.2871038646357691
nc_slr0378-as	CO2_4percent	0.19814130510407102	0.6785485253288749	0.009420319510740701	0.1	0.6785485253288749
nc_slr0379	CO2_30percent	-2.0282635461880334	0.14692368791880397	0.7059529851215194	0.8412698412698413	0.14692368791880397
nc_slr0379	CO2_4percent	-1.8769380691020907	0.38697266406161857	0.7059529851215194	0.8412698412698413	0.38697266406161857
nc_slr0380-as	CO2_30percent	-0.3390719531629934	0.3219508045569536	0.32960960546565654	0.6666666666666666	0.3219508045569536
nc_slr0380-as	CO2_4percent	0.09529339510135033	0.9349326218034614	0.32960960546565654	0.6666666666666667	0.9349326218034614
nc_slr0394-as	CO2_30percent	-0.18312884088365333	0.5884023737480603	0.13697621398328264	0.34285714285714286	0.5884023737480603
nc_slr0394-as	CO2_4percent	0.16228975572344964	0.9349326218034614	0.13697621398328264	0.34285714285714286	0.9349326218034614
nc_slr0398-as	CO2_30percent	-0.45980858015961534	0.3811252389316491	1	1	0.3811252389316491
nc_slr0398-as	CO2_4percent	-0.6324948104230935	0.6476625593337079	1	1	0.6476625593337079
nc_slr0404-as	CO2_30percent	0.6805198076109911	0.13273659218085376	0.03670119249562781	0.3333333333333333	0.13273659218085376
nc_slr0404-as	CO2_4percent	0.2151746209563628	0.9349326218034614	0.03670119249562781	0.3333333333333333	0.9349326218034614
nc_slr0407	CO2_30percent	0.30757370639638615	0.8169753166567393	0.7370162633798947	0.8857142857142857	0.8169753166567393
nc_slr0407	CO2_4percent	0.24111265027402812	0.867169821190945	0.7370162633798947	0.8857142857142857	0.867169821190945
nc_slr0408-as2	CO2_30percent	-0.3056240126719353	0.7324131804450047	0.7059529851215194	0.8412698412698413	0.7324131804450047
nc_slr0408-as2	CO2_4percent	-0.3579869418417353	0.8914439249771854	0.7059529851215194	0.8412698412698413	0.8914439249771854
nc_slr0408-as3	CO2_30percent	-0.2190919218638663	0.6045603515864193	1	1	0.6045603515864193
nc_slr0408-as3	CO2_4percent	-0.5948757226208302	0.873632922859333	1	1	0.873632922859333
nc_slr0408-as	CO2_30percent	0.3221509438769325	0.3178048046721386	0.35439798416825935	0.5476190476190477	0.3178048046721386
nc_slr0408-as	CO2_4percent	0.14920094160728703	0.9143550542857183	0.35439798416825935	0.5476190476190477	0.9143550542857183
nc_slr0408	CO2_30percent	0.7460671435041223	0.594324564040631	0.41449154861760745	0.7	0.594324564040631
nc_slr0408	CO2_4percent	0.2410949913602097	0.9525074466803449	0.41449154861760745	0.7	0.9525074466803449
nc_slr0415-as3	CO2_30percent	-1.124565018257199	0.02733359653063263	0.08024166929066141	0.2222222222222222	0.02733359653063263
nc_slr0415-as3	CO2_4percent	-1.0426348624307347	0.2012393875278105	0.08024166929066141	0.2222222222222222	0.2012393875278105
nc_slr0420-as	CO2_30percent	-1.4746943670635262	0.8757201272803087	1	1	0.8757201272803087
nc_slr0420-as	CO2_4percent	-0.5706100494899978	0.6476625593337079	1	1	0.6476625593337079
nc_slr0420	CO2_30percent	0.22532941533560139	0.7324131804450047	0.02415182280389131	0.11428571428571428	0.7324131804450047
nc_slr0420	CO2_4percent	0.030285423646844663	0.4245195217857738	0.02415182280389131	0.11428571428571428	0.4245195217857738
nc_slr0423-as	CO2_30percent	-0.672938838621929	0.77928324319710085	0.8238861054648129	1	0.77928324319710085
nc_slr0423-as	CO2_4percent	-0.31904597750620917	0.45072058881566623	0.8238861054648129	1	0.45072058881566623
nc_slr0423	CO2_30percent	-0.15789578003411447	0.34672092298393176	0.35439798416825935	0.5476190476190477	0.34672092298393176
nc_slr0423	CO2_4percent	-0.046842278724977225	0.8510688283109384	0.35439798416825935	0.5476190476190477	0.8510688283109384
nc_slr0427	CO2_30percent	-1.489964703804051	0.9429872524997184	0.15869314176404378	0.4	0.9429872524997184
nc_slr0427	CO2_4percent	-4.485337358920598	0.497647869636685	0.15869314176404378	0.4	0.497647869636685
nc_slr0434-as	CO2_30percent	-1.0778663688155927	0.19918644881115583	0.03670119249562781	0.3333333333333333	0.19918644881115583
nc_slr0434-as	CO2_4percent	0.1319779490854203	0.9720968262217057	0.03670119249562781	0.3333333333333333	0.9720968262217057
nc_slr0435-as	CO2_30percent	-2.6530042194519075	0.27496316702089124	0.13361440253771614	1	0.27496316702089124
nc_slr0435-as	CO2_4percent	-0.04953031633216441	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0440-as	CO2_30percent	0.029297073984431404	0.9647691158263495	0.32960960546565654	0.6666666666666667	0.9647691158263495
nc_slr0440-as	CO2_4percent	-1.700899921361355	0.4610569652166894	0.32960960546565654	0.6666666666666666	0.4610569652166894
nc_slr0442-as2	CO2_30percent	0.25204132211935754	0.6984100208815922	0.8238861054648129	1	0.6984100208815922
nc_slr0442-as2	CO2_4percent	0.2370349710797281	0.873632922859333	0.8238861054648129	1	0.873632922859333
nc_slr0442-as3	CO2_30percent	-0.4272071826879169	0.07597918091405867	0.043002747477351014	0.15079365079365079	0.07597918091405867
nc_slr0442-as3	CO2_4percent	0.2224161941041782	1	0.043002747477351014	0.15079365079365079	1
nc_slr0442-as	CO2_30percent	0.16609795451252915	0.9647691158263495	0.03670119249562781	0.3333333333333333	0.9647691158263495
nc_slr0442-as	CO2_4percent	0.1490167320956705	1	0.03670119249562781	0.3333333333333333	1
nc_slr0442	CO2_30percent	0.225143401321427	0.8180430461240636	0.13361440253771614	1	0.8180430461240636
nc_slr0442	CO2_4percent	0.03164103932853608	0.9143550542857183	0.13361440253771614	1	0.9143550542857183
nc_slr0445-as	CO2_30percent	-0.08739452168029033	0.3811252389316491	0.03670119249562781	0.3333333333333333	0.3811252389316491
nc_slr0445-as	CO2_4percent	0.7807164229287333	0.5764319061134006	0.03670119249562781	0.3333333333333333	0.5764319061134006
nc_slr0445	CO2_30percent	-0.016251248098465537	0.3673182888487224	0.045183090966512865	0.2	0.3673182888487224
nc_slr0445	CO2_4percent	0.13738132084130367	0.8914439249771854	0.045183090966512865	0.2	0.8914439249771854
nc_slr0447	CO2_30percent	-1.9564871174634026	0.594324564040631	0.7059529851215194	0.8412698412698413	0.594324564040631
nc_slr0447	CO2_4percent	-1.7671691149901405	0.03815504224914742	0.7059529851215194	0.8412698412698413	0.03815504224914742
nc_slr0453-as	CO2_30percent	0.25436471211390504	0.8624632381404762	0.35439798416825935	0.5476190476190477	0.8624632381404762
nc_slr0453-as	CO2_4percent	0.04715358445385069	0.8914439249771854	0.35439798416825935	0.5476190476190477	0.8914439249771854
nc_slr0459-as	CO2_30percent	-0.0713288840558473	0.8624632381404762	0.41449154861760745	0.7	0.8624632381404762
nc_slr0459-as	CO2_4percent	0.2916285969578854	0.873632922859333	0.41449154861760745	0.7	0.873632922859333
nc_slr0467-as	CO2_30percent	-0.29235221598367583	0.41870951708492	0.008327735715372165	0.05714285714285714	0.41870951708492
nc_slr0467-as	CO2_4percent	0.29833909458917085	0.6785485253288749	0.008327735715372165	0.05714285714285714	0.6785485253288749
nc_slr0468	CO2_30percent	0.3183019029115188	0.6652586483325006	0.13361440253771614	1	0.6652586483325006
nc_slr0468	CO2_4percent	0.7563770678360582	0.3366624508281357	0.13361440253771614	1	0.3366624508281357
nc_slr0469	CO2_30percent	0.34651921070398284	0.6045603515864193	0.03670119249562781	0.3333333333333333	0.6045603515864193
nc_slr0469	CO2_4percent	-3.8025253442723193	0.1277763184992183	0.03670119249562781	0.3333333333333333	0.1277763184992183
nc_slr0474-as	CO2_30percent	0.15877155260121453	0.9429872524997184	0.15869314176404378	0.4	0.9429872524997184
nc_slr0474-as	CO2_4percent	0.3183151456823527	0.7994991339779918	0.15869314176404378	0.4	0.7994991339779918
nc_slr0479-as2	CO2_30percent	-0.16182509337233011	0.6045603515864193	0.32960960546565654	0.6666666666666666	0.6045603515864193
nc_slr0479-as2	CO2_4percent	0.20041876683510787	0.9720968262217057	0.32960960546565654	0.6666666666666667	0.9720968262217057
nc_slr0479-as	CO2_30percent	0.21658090286006634	0.8169753166567393	0.4717794117996919	0.6857142857142857	0.8169753166567393
nc_slr0479-as	CO2_4percent	0.29113149667094373	0.7994991339779918	0.4717794117996919	0.6857142857142857	0.7994991339779918
nc_slr0480-as	CO2_30percent	0.17962058497634653	0.9458951075850284	0.13361440253771614	1	0.9458951075850284
nc_slr0480-as	CO2_4percent	0.35532142759387014	0.6756228534615185	0.13361440253771614	1	0.6756228534615185
nc_slr0482	CO2_30percent	-0.5140212845917435	0.594324564040631	0.41449154861760745	0.7	0.594324564040631
nc_slr0482	CO2_4percent	-0.5388171617673275	0.9178852599150962	0.41449154861760745	0.7	0.9178852599150962
nc_slr0483-as	CO2_30percent	-1.770340016457173	0.02303330397334184	0.08024166929066141	0.2222222222222222	0.02303330397334184
nc_slr0483-as	CO2_4percent	-0.6343077222641442	0.6476625593337079	0.08024166929066141	0.2222222222222222	0.6476625593337079
nc_slr0484	CO2_30percent	-1.0476643150599179	0.5571722200718051	1	1	0.5571722200718051
nc_slr0484	CO2_4percent	0.005049214910418845	0.5764319061134006	1	1	0.5764319061134006
nc_slr0487-as	CO2_30percent	-0.13334969460588955	0.6652586483325006	0.22994905679421349	0.42063492063492064	0.6652586483325006
nc_slr0487-as	CO2_4percent	0.3106465820900278	0.8914439249771854	0.22994905679421349	0.42063492063492064	0.8914439249771854
nc_slr0487	CO2_30percent	-0.3607427799015006	0.2657783821366908	0.010097314647507225	0.05555555555555555	0.2657783821366908
nc_slr0487	CO2_4percent	0.23023810537736167	0.7739566832797656	0.010097314647507225	0.05555555555555555	0.7739566832797656
nc_slr0488-as	CO2_30percent	-0.3155742589887457	0.28397608833732335	0.03670119249562781	0.3333333333333333	0.28397608833732335
nc_slr0488-as	CO2_4percent	-0.03561129701798748	0.6476625593337079	0.03670119249562781	0.3333333333333333	0.6476625593337079
nc_slr0492-as	CO2_30percent	0.08601388393644789	0.9458951075850284	0.13361440253771614	1	0.9458951075850284
