sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent	p_fitness_condition_CO2_30percent	p_fitness_condition_CO2_4percent	p_fitness_condition_adj_CO2_30percent	p_fitness_condition_adj_CO2_4percent	impact_score	combined_impact_score
nc_ncl0530	NA	ncl0530	NA	0.19194059198975572	-0.5527637150762723	1.998141219712849	0.852273978586464	0.16704207473650773	0.1561979395060061	0.1491712615384585	0.44570703642091253	0.15079365079365079	0.15079365079365079	0.6870839733742959	0.6870839733742959	0.5265854655052173	0.0858282606019228
nc_ncl0540	NA	ncl0540	NA	0.5754893706817555	0.378711467434276	0.46506030649861246	0.24549174752695854	0.9429872524997184	0.9178852599150962	0.014671628514997426	0.0140924612741675	1	1	1	1	0.13914298977396314	-0
nc_ncl0550	NA	ncl0550	NA	-0.20984955353637186	0.1272983542851457	0.05101060885509886	0.05404042410368725	0.28397608833732335	0.9720968262217057	0.11472857591929463	0.0015645572136682654	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	-0.2383995718834521	0.01255170436853585
nc_ncl0560	NA	ncl0560	NA	-0.5457282362180195	0.3025196188564707	0.3199460503643249	0.21575915009280985	0.08816848011047329	0.613832048322259	0.5755722829286066	0.06411916653415278	0.015873015873015872	0.015873015873015872	0.307021307021307	0.307021307021307	-0.5998018104501157	0.3075972524414527
nc_ncl0570	NA	ncl0570	NA	-0.0368737313350214	0.2444145980608474	0.013316097979114974	0.16779793215105088	0.3811252389316491	0.873632922859333	0.015447596722389748	0.014340050823989755	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	-0.1989008851844541	0.010472103996461292
nc_ncl0580	NA	ncl0580	NA	-0.02726411154511002	0.663038583438813	NA	NA	0.584708522690724	0.41549071434594326	0.0063541895368943715	0.252908560507231	1	1	1	1	-0.48811771669448084	-0
nc_ncl0590	NA	ncl0590	NA	-0.7989321559331358	-2.022554554230981	0.85335449585308	1.205643592330962	0.23672765952564015	0.013440863659808315	0.4999325920328749	3.785358139242914	0.2222222222222222	0.2222222222222222	0.7630115322423014	0.7630115322423014	0.8652316954481528	0.10163781379606615
nc_ncl0610	NA	ncl0610	NA	-0.06298827153692767	0.19964316038589594	0.141503940443263	0.1865839355050391	0.6045603515864193	0.9720968262217057	0.013766737931201195	0.0024537092289631597	0.6666666666666666	0.6666666666666667	0.9838308457711443	0.9838308457711443	-0.18570846646536168	0.001314735205962831
nc_ncl0620	NA	ncl0620	NA	0.10791208163365941	0.3328514724855528	0.7043980675421233	0.12250548438908503	0.6984100208815922	0.4245195217857738	0.016822364544200635	0.1238548096765775	0.8857142857142857	0.8857142857142857	1	1	-0.15905616862734506	-0
nc_ncl0640	NA	ncl0640	NA	-0.6725100009914847	-4.671819439904388	1.346247571492297	2.422586324523123	0.2657783821366908	0.010310564376866031	0.38701628844284214	9.28158572668922	0.15079365079365079	0.15079365079365079	0.6870839733742959	0.6870839733742959	2.82793882431868	0.460926262267894
nc_ncl0650	NA	ncl0650	NA	-0.5459167149065919	-0.9333344325871035	0.7373878976615551	0.7363463362140772	0.8624632381404762	0.3557510150935733	0.03508028455810483	0.41893075530251705	0.42063492063492064	0.42063492063492064	0.8858294993655463	0.8858294993655463	0.2739456953237051	0.014423202833674275
nc_ncl0660	NA	ncl0660	NA	0.10281529186756774	0.5397012292063026	NA	NA	0.9458951075850284	0.497647869636685	0.002483711145271222	0.16357148859315393	1	1	1	1	-0.30892500889726043	-0
nc_ncl0680	NA	ncl0680	NA	0.04058391331659208	0.24899548208112704	0.31130409737672693	0.2099382749761622	0.7708972345456213	0.8308475819064807	0.004586124746801344	0.020038817705194455	0.6666666666666666	0.6666666666666667	0.9838308457711443	0.9838308457711443	-0.1473692335511291	0.001043310104881873
nc_ncl0690	NA	ncl0690	NA	-0.33267093012847454	0.24457086197013314	0.3877697461460024	0.25382247419329435	0.41870951708492	0.9525074466803449	0.12577860973915173	0.0051681786002153165	0.2222222222222222	0.2222222222222222	0.7630115322423014	0.7630115322423014	-0.40817158557720074	0.047947466360733375
nc_ncl0710	NA	ncl0710	NA	-0.660146570944098	0.23611809544264123	NA	NA	0.41870951708492	0.7994991339779918	0.24959294725676995	0.022946429305651626	1	1	1	1	-0.633754823339962	-0
nc_ncl0720	NA	ncl0720	NA	0.4408388176068994	0.1088594590412803	0.09743529793082968	0.10365945994988045	0.3219508045569536	0.873632922859333	0.21698548833839795	0.006386894185982151	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	0.23474485565570963	0.01235928406643925
nc_ncl0730	NA	ncl0730	NA	0.595397497096551	-0.07880956216347104	NA	NA	0.34022177127353104	0.6756228534615185	0.2787876729403908	0.013420927073484325	1	1	1	1	0.476736383526602	-0
nc_ncl0750	NA	ncl0750	NA	0.027292564492729238	0.11626559160200696	0.1642291926270141	0.29473227375335703	0.594324564040631	0.9525074466803449	0.006167473274787236	0.0024568803397857155	0.6904761904761905	0.6904761904761905	0.9838308457711443	0.9838308457711443	-0.0629134308116648	4.4539973858127965e-4
nc_ncl0760	NA	ncl0760	NA	-0.1568376664434657	0.10874058919988798	NA	NA	0.49333821959901863	0.9525074466803449	0.048126459438167526	0.002297864846002366	1	1	1	1	-0.18779218550110988	-0
nc_ncl0770	NA	ncl0770	NA	0.44445411903772425	0.42154055981022404	0.043322901728442435	0.511118604840617	0.3219508045569536	0.9056553806334618	0.21876497761004726	0.018141853014293146	1	1	1	1	0.016202333110884988	-0
nc_ncl0780	NA	ncl0780	NA	-0.5514342403005511	0.4708557894385088	0.36061368797884363	0.244843560056309	0.16298006374541968	0.7739566832797656	0.43445602264333855	0.05239840734677022	0.1	0.1	0.6412783751493429	0.6412783751493429	-0.7228682123678867	0.13947988285949797
nc_ncl0790	NA	ncl0790	NA	0.16775735389590196	0.9182153623099323	NA	NA	1	0.3366624508281357	-0	0.43413710759403484	1	1	1	1	-0.530653946745312	-0
nc_ncl0800	NA	ncl0800	NA	0.1251245126138244	0.43187462133769733	0.3835298526651673	0.2907843700478549	0.9190642338250596	0.6901252346181802	0.004586330715922582	0.06956294882997353	0.6666666666666666	0.6666666666666667	0.9838308457711443	0.9838308457711443	-0.21690508200836126	0.0015355936813028282
nc_ncl0810	NA	ncl0810	NA	-0.15320216273269321	0.1353659155788182	NA	NA	0.49333821959901863	1	0.04701088608234444	-0	1	1	1	1	-0.20404844500804042	-0
nc_ncl0820	NA	ncl0820	NA	-0.24230839984302785	0.07787764764305857	0.13643696750609852	0.227997105058581	0.07597918091405867	0.8914439249771854	0.2712170986224364	0.0038865595711883145	0.15079365079365079	0.15079365079365079	0.6870839733742959	0.6870839733742959	-0.2264057254187296	0.03690191028034284
nc_ncl0830	NA	ncl0830	NA	0.4183649715995662	0.17979618468726372	0.2659106124084837	0.33238379735125173	0.48928840640055	0.8914439249771854	0.1298751611880332	0.00897290305508748	0.5476190476190477	0.5476190476190477	0.9596295259860393	0.9596295259860393	0.16869360700513755	0.0030190079442778206
nc_ncl0845	NA	ncl0845	NA	-0.24140170690907733	-0.26300942677531924	0.4822425427430779	0.5820183751935756	0.8313727550868939	0.9349326218034614	0.01936143364412509	0.007685052994119472	1	1	1	1	0.015278965243398933	-0
nc_ncl0850	NA	ncl0850	NA	0.3101902601736102	0.15677027030830337	NA	NA	0.6652586483325006	1	0.05490661384132598	-0	1	1	1	1	0.10848431520332984	-0
nc_ncl0870	NA	ncl0870	NA	-1.650776630600226	-2.234901515073109	0.9280337600145117	0.9400991571705674	0.13273659218085376	0.15856641552415507	1.4477465173979613	1.7874491810764361	0.6666666666666667	0.6666666666666666	0.9838308457711443	0.9838308457711443	0.41303866687058405	0.002924134193203289
nc_ncl0880	NA	ncl0880	NA	-0.5631282927562432	0.1763048323411436	0.5170721590079966	0.10778534016043444	0.3219508045569536	0.8308475819064807	0.27717765024458546	0.01418877309058144	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	-0.5228581769903229	0.027528410443046034
nc_ncl0900	NA	ncl0900	NA	-0.057801012586174	0.4524742361819361	0.18722253048629725	0.1773234964376792	0.41870951708492	0.2284187409331184	0.021853821137291788	0.29015736914917284	0.1	0.1	0.6412783751493429	0.6412783751493429	-0.36081908867558316	0.06962127170744702
nc_ncl0920	NA	ncl0920	NA	0.10111644673577233	-0.049142555868575195	NA	NA	0.9458951075850284	0.6756228534615185	0.0024426721080688094	0.008368764403851479	1	1	1	1	0.10624915967586122	-0
nc_ncl0930	NA	ncl0930	NA	1.4858148244847933	0.326620038736842	1.0117750615508065	0.13125037174201706	0.19918644881115583	0.746352504788104	1.0411701938048221	0.04149903738405717	0.6666666666666667	0.6666666666666666	0.9838308457711443	0.9838308457711443	0.8196744937184635	0.005802939062675569
nc_ncl0990	NA	ncl0990	NA	0.01870440337086442	0.43485649178061575	0.08943447874346419	0.009239217848760731	0.6652586483325006	0.39281497621215256	0.003310856544759498	0.17646996652505492	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	-0.29426396371947877	0.015492956844428094
nc_ncl1010	NA	ncl1010	NA	-1.7631754355867353	-4.293274051205468	1.1360105453287823	1.5041051671138557	0.032729498465121507	0.009421249262526892	2.6184224577505972	8.697707432046776	0.031746031746031744	0.031746031746031744	0.39149184467966774	0.39149184467966774	1.789049888174702	0.7286393730821722
nc_ncl1020	NA	ncl1020	NA	-1.8508307721159645	-2.538689616400603	0.17412415403890452	1.218750175929523	0.04264755935425824	0.04982692236113086	2.5358340084619075	3.306734457965849	0.7	0.7	0.9838308457711443	0.9838308457711443	0.4863896532928095	0.003443427287788122
nc_ncl1040	NA	ncl1040	NA	-1.4602552738510424	-5.215074955800118	0.6026122250155336	0.9735993608924898	0.06491966300438194	0.03195053205233067	1.734233834426961	7.79925883475195	0.1	0.1	0.6412783751493429	0.6412783751493429	2.655058459238907	0.5123025698787992
nc_ncl1045	NA	ncl1045	NA	0.4643665699309054	0.046891615325455376	0.2925591707876217	0.21245011517772341	0.4369213053105286	0.746352504788104	0.16698472215079455	0.00595786132692783	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	0.2951993713770598	0.01554220592776018
nc_ncl1050	NA	ncl1050	NA	-0.5861338290510044	-0.08805948554840991	0.4661592815196227	0.11036625692474245	0.23672765952564015	0.39281497621215256	0.3667738271134835	0.03573559268555494	0.6666666666666666	0.6666666666666667	0.9838308457711443	0.9838308457711443	-0.3521917458257224	0.0024933644453574554
nc_ncl1060	NA	ncl1060	NA	-0.44633315148459857	0.33482984520756054	0.7242787511144645	0.14692221650282294	0.8757201272803087	0.6901252346181802	0.02572426322087894	0.0539317437009314	0.6666666666666666	0.6666666666666667	0.9838308457711443	0.9838308457711443	-0.5523656521730304	0.003910508676845684
nc_ncl1100	NA	ncl1100	NA	0.24412616762736286	0.14368710717929536	0.343715124380575	0.1420281306809726	0.8927347877322642	0.9720968262217057	0.012029937352263109	0.0017659827678913225	0.6904761904761905	0.6904761904761905	0.9838308457711443	0.9838308457711443	0.07102114073883407	5.027988000450282e-4
nc_ncl1110	NA	ncl1110	NA	0.3780956266913972	0.15143360220560825	NA	NA	0.584708522690724	1	0.08811918448517708	-0	1	1	1	1	0.16027425455137262	-0
nc_ncl1120	NA	ncl1120	NA	-8.932641830131612	-0.03676071629232671	NA	NA	0.27496316702089124	0.6756228534615185	5.008759865772643	0.006260190755850209	1	1	1	1	-6.290337860225096	-0
nc_ncl1130	NA	ncl1130	NA	-1.8447637687309915	0.08736500739685994	NA	NA	0.27496316702089124	0.9525074466803449	1.034406047210239	0.0018461641668959057	1	1	1	1	-1.3662213597256685	-0
nc_ncl1150	NA	ncl1150	NA	-2.9168207810175684	-0.49626144640260744	1.0199087727221088	0.4187732000582697	0.00872410061899529	0.1561979395060061	6.006548755768488	0.4001478616148701	0.007936507936507936	0.007936507936507936	0.22129457843743558	0.22129457843743558	-1.7115939197706362	1.1211440402434243
nc_ncl1160	NA	ncl1160	NA	0.234495448024539	0.19450221244909732	0.020015716424793127	0.03764499927313868	0.6652586483325006	0.9056553806334618	0.041507915190586234	0.008370797227187149	0.3333333333333333	0.3333333333333333	0.8858294993655463	0.8858294993655463	0.02827948807698589	0.0014889111219100288
nc_ncl1170	NA	ncl1170	NA	-0.19989542227483298	0.5085594133952264	0.6594941853276673	0.3936736287791675	0.8542992235356	0.9525074466803449	0.013670845603185365	0.01074668444178045	0.8857142857142857	0.8857142857142857	1	1	-0.5009532184667	-0
