task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	0d/f7b4ef	7261	NFCORE_CRISPRISCREEN:CRISPRISCREEN:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_CRISPRi_CO2_Elena.csv)	COMPLETED	0	2024-01-15 15:54:22.808	2.5s	1s	101.2%	10.7 MB	32.8 MB	2 MB	2.7 KB
3	4c/49347b	7472	NFCORE_CRISPRISCREEN:CRISPRISCREEN:BOWTIE2_BUILD (Synechocystis_v2_trimmed.fasta)	COMPLETED	0	2024-01-15 15:54:25.344	2.9s	1s	216.4%	117.2 MB	719.1 MB	8.6 MB	13.1 MB
2	a7/02821d	7851	NFCORE_CRISPRISCREEN:CRISPRISCREEN:PREPARE_LIBRARY (Synechocystis_v2_trimmed.fasta)	COMPLETED	0	2024-01-15 15:54:28.312	37.6s	5s	112.1%	68.9 MB	1.1 GB	6.4 MB	1 MB
5	ea/4527e7	8324	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g0_r2_T1)	COMPLETED	0	2024-01-15 15:55:05.998	54.1s	31s	346.0%	700.1 MB	1.1 GB	2.8 GB	2.7 GB
10	4a/2f821c	11087	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g0_r3_T1)	COMPLETED	0	2024-01-15 15:56:00.151	1m 9s	1m 5s	208.7%	737.1 MB	1.1 GB	3.5 GB	3.4 GB
11	51/af2603	14627	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g4_r1_T1)	COMPLETED	0	2024-01-15 15:57:08.890	42s	38s	339.7%	737.1 MB	1.1 GB	3.3 GB	3.2 GB
9	5e/1b0f70	17451	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g0_r2_T1)	COMPLETED	0	2024-01-15 15:57:50.878	49.7s	41s	303.1%	739.2 MB	1.2 GB	3.2 GB	3.2 GB
4	f9/b628a7	20055	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g0_r1_T1)	COMPLETED	0	2024-01-15 15:58:40.565	57s	51s	178.5%	608.7 MB	1002 MB	2.4 GB	2.3 GB
7	36/6becff	22125	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g0_r4_T1)	COMPLETED	0	2024-01-15 15:59:37.574	30.3s	28s	355.5%	619.3 MB	1013.7 MB	2.6 GB	2.6 GB
8	03/5df954	24811	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g0_r1_T1)	COMPLETED	0	2024-01-15 16:00:07.919	42.4s	39s	358.5%	736.5 MB	1.1 GB	3.8 GB	3.7 GB
6	70/a92179	28046	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g0_r3_T1)	COMPLETED	0	2024-01-15 16:00:50.313	1m 3s	46s	287.2%	726.8 MB	1.1 GB	3.5 GB	3.4 GB
12	c9/2d6894	31368	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g4_r2_T1)	COMPLETED	0	2024-01-15 16:01:52.965	1m 2s	55s	297.2%	735.7 MB	1.1 GB	4.4 GB	4.3 GB
14	cd/baeae8	34727	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g4_r4_T1)	COMPLETED	0	2024-01-15 16:02:55.249	1m 9s	59s	220.7%	737.4 MB	1.1 GB	3.4 GB	3.3 GB
13	9c/5675b9	38278	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g4_r3_T1)	COMPLETED	0	2024-01-15 16:04:04.306	59.7s	44s	342.2%	735.6 MB	1.1 GB	3.9 GB	3.8 GB
15	8c/9b9d6a	41402	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g4_r1_T1)	COMPLETED	0	2024-01-15 16:05:03.967	31s	28s	348.9%	613.1 MB	1006.2 MB	2.7 GB	2.6 GB
17	a0/b792bf	44254	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g4_r3_T1)	COMPLETED	0	2024-01-15 16:05:34.997	41.4s	38s	359.4%	733.7 MB	1.1 GB	3.7 GB	3.7 GB
18	48/f5a9df	47390	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g8_r1_T1)	COMPLETED	0	2024-01-15 16:06:16.437	41.6s	39s	349.5%	731.6 MB	1.1 GB	3.6 GB	3.6 GB
16	bd/c1dbdf	50531	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_30_g4_r2_T1)	COMPLETED	0	2024-01-15 16:06:58.051	48s	31s	359.7%	722.5 MB	1.1 GB	3 GB	2.9 GB
19	8e/4a10a5	53398	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g8_r2_T1)	COMPLETED	0	2024-01-15 16:07:46.038	1m 13s	1m 8s	195.7%	735.9 MB	1.1 GB	3.6 GB	3.5 GB
20	86/cde4d0	56331	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g8_r3_T1)	COMPLETED	0	2024-01-15 16:08:59.129	48.9s	45s	321.1%	731.3 MB	1.2 GB	3.8 GB	3.7 GB
21	e7/93bacb	59776	NFCORE_CRISPRISCREEN:CRISPRISCREEN:TRIMGALORE (CO2_4_g8_r4_T1)	COMPLETED	0	2024-01-15 16:09:48.034	36.5s	33s	362.6%	740.8 MB	1.1 GB	3.3 GB	3.2 GB
