task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
32	fc/9b5031	98201	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g0_r2)	COMPLETED	0	2024-09-13 12:27:56.057	13.5s	13s	492.1%	210.4 MB	2.7 GB	1.2 GB	1.2 GB
33	ba/626b40	100487	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g0_r3)	COMPLETED	0	2024-09-13 12:28:09.532	13.9s	14s	497.2%	193.8 MB	2.7 GB	1.3 GB	1.2 GB
34	ca/2260d7	102737	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g0_r1)	COMPLETED	0	2024-09-13 12:28:23.470	9.9s	10s	480.9%	193.4 MB	2.8 GB	851.8 MB	835.4 MB
35	f2/350776	104441	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g4_r2)	COMPLETED	0	2024-09-13 12:28:33.417	17.5s	17s	500.4%	192.2 MB	2.7 GB	1.6 GB	1.6 GB
36	e5/7ded54	106753	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g0_r2)	COMPLETED	0	2024-09-13 12:28:50.872	11.3s	10s	486.6%	194.9 MB	2.7 GB	995.4 MB	977.2 MB
37	5e/867b17	108808	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g0_r4)	COMPLETED	0	2024-09-13 12:29:02.126	10.6s	10s	484.9%	192.8 MB	2.7 GB	944.8 MB	927.5 MB
38	d8/6fea30	110656	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g0_r3)	COMPLETED	0	2024-09-13 12:29:12.714	13.9s	13s	494.9%	207.6 MB	2.7 GB	1.2 GB	1.2 GB
39	3d/e030b3	112915	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g4_r1)	COMPLETED	0	2024-09-13 12:29:26.598	13.6s	13s	491.8%	194.1 MB	2.7 GB	1.2 GB	1.2 GB
40	31/01c34a	115204	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g4_r1)	COMPLETED	0	2024-09-13 12:29:40.170	11.2s	11s	486.9%	207.9 MB	2.7 GB	961.9 MB	944 MB
41	59/05891d	117227	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g4_r3)	COMPLETED	0	2024-09-13 12:29:51.331	15.9s	16s	497.7%	192.2 MB	2.7 GB	1.4 GB	1.4 GB
42	2e/878d18	119490	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g4_r3)	COMPLETED	0	2024-09-13 12:30:07.252	14.8s	14s	497.3%	200.9 MB	2.7 GB	1.3 GB	1.3 GB
43	cc/0f1e3e	121745	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g4_r4)	COMPLETED	0	2024-09-13 12:30:22.011	13.7s	13s	493.0%	193.1 MB	2.8 GB	1.2 GB	1.2 GB
44	40/a68c0a	124026	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g4_r2)	COMPLETED	0	2024-09-13 12:30:35.738	12s	11s	488.9%	206.8 MB	2.7 GB	1 GB	1 GB
45	69/b903c0	126145	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g8_r1)	COMPLETED	0	2024-09-13 12:30:47.767	14.4s	14s	496.4%	196.7 MB	2.7 GB	1.3 GB	1.3 GB
46	ef/a5cbce	128403	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g8_r2)	COMPLETED	0	2024-09-13 12:31:02.224	14.7s	14s	495.8%	192.7 MB	2.8 GB	1.3 GB	1.3 GB
47	a1/2ba8d5	130656	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g8_r3)	COMPLETED	0	2024-09-13 12:31:16.978	15s	14s	498.8%	195 MB	2.7 GB	1.4 GB	1.4 GB
48	02/2cf260	132916	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g10_r1)	COMPLETED	0	2024-09-13 12:31:31.966	13.8s	13s	496.7%	203.6 MB	2.8 GB	1.3 GB	1.2 GB
49	90/981654	135180	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g8_r4)	COMPLETED	0	2024-09-13 12:31:45.801	13.2s	12s	492.9%	195.1 MB	2.7 GB	1.2 GB	1.1 GB
50	f8/a2f54d	137439	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g8_r1)	COMPLETED	0	2024-09-13 12:31:59.003	13.6s	13s	491.9%	207.1 MB	2.7 GB	1.2 GB	1.2 GB
51	0a/2a2567	139714	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g8_r2)	COMPLETED	0	2024-09-13 12:32:12.578	11.1s	11s	487.8%	207.2 MB	2.7 GB	989.7 MB	971.4 MB
52	f5/b87bb2	141760	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_30_g8_r3)	COMPLETED	0	2024-09-13 12:32:23.677	11.8s	11s	486.6%	204.2 MB	2.7 GB	1 GB	1 GB
53	75/dffa48	143880	NFCORE_CRISPRISCREEN:CRISPRISCREEN:CUTADAPT (CO2_4_g10_r3)	COMPLETED	0	2024-09-13 12:32:35.508	13.8s	14s	495.8%	202 MB	2.7 GB	1.2 GB	1.2 GB
